"commit url","type","before","after","baseline result","detected result","equal to baseline","oracle index","detected index","note"
"","MOVE","{File ReactDOMInput-test.js at packages/react-dom/src/shared/wrappers/__tests__/ReactDOMInput-test.js}","{File ReactDOMInput-test.js at packages/react-dom/src/__tests__/ReactDOMInput-test.js})","","FP",False,"",130,""
"","MOVE","{File ReactDOMOption-test.js at packages/react-dom/src/shared/wrappers/__tests__/ReactDOMOption-test.js}","{File ReactDOMOption-test.js at packages/react-dom/src/__tests__/ReactDOMOption-test.js})","","FP",False,"",94,""
"","MOVE","{File ReactDOMSelect-test.js at packages/react-dom/src/shared/wrappers/__tests__/ReactDOMSelect-test.js}","{File ReactDOMSelect-test.js at packages/react-dom/src/__tests__/ReactDOMSelect-test.js})","","FP",False,"",177,""
"","MOVE","{File ReactDOMTextarea-test.js at packages/react-dom/src/shared/wrappers/__tests__/ReactDOMTextarea-test.js}","{File ReactDOMTextarea-test.js at packages/react-dom/src/__tests__/ReactDOMTextarea-test.js})","","FP",False,"",133,""
"","MOVE","{File ReactDOMFiberInput.js at packages/react-dom/src/wrappers/ReactDOMFiberInput.js}","{File ReactDOMFiberInput.js at packages/react-dom/src/client/ReactDOMFiberInput.js})","","FP",False,"",150,""
"","MOVE","{File ReactDOMFiberOption.js at packages/react-dom/src/wrappers/ReactDOMFiberOption.js}","{File ReactDOMFiberOption.js at packages/react-dom/src/client/ReactDOMFiberOption.js})","","FP",False,"",154,""
"","MOVE","{File ReactDOMFiberSelect.js at packages/react-dom/src/wrappers/ReactDOMFiberSelect.js}","{File ReactDOMFiberSelect.js at packages/react-dom/src/client/ReactDOMFiberSelect.js})","","FP",False,"",145,""
"","MOVE","{File ReactDOMFiberTextarea.js at packages/react-dom/src/wrappers/ReactDOMFiberTextarea.js}","{File ReactDOMFiberTextarea.js at packages/react-dom/src/client/ReactDOMFiberTextarea.js})","","FP",False,"",192,""
"","MOVE_RENAME","{File ReactDOMFiberEntry.js at packages/react-dom/src/ReactDOMFiberEntry.js}","{File ReactDOM.js at packages/react-dom/src/client/ReactDOM.js})","","FP",False,"",111,""
"","MOVE_RENAME","{File ReactDOMServerBrowserEntry.js at packages/react-dom/src/ReactDOMServerBrowserEntry.js}","{File ReactDOMServerBrowser.js at packages/react-dom/src/server/ReactDOMServerBrowser.js})","","FP",False,"",184,""
"","MOVE_RENAME","{File ReactDOMServerNodeEntry.js at packages/react-dom/src/ReactDOMServerNodeEntry.js}","{File ReactDOMServerNode.js at packages/react-dom/src/server/ReactDOMServerNode.js})","","FP",False,"",189,""
"","MOVE_RENAME","{File ReactDOMUnstableNativeDependenciesEntry.js at packages/react-dom/src/ReactDOMUnstableNativeDependenciesEntry.js}","{File ReactDOMUnstableNativeDependencies.js at packages/react-dom/src/unstable-native-dependencies/ReactDOMUnstableNativeDependencies.js})","","FP",False,"",193,""
"","MOVE_RENAME","{File ReactTestUtilsEntry.js at packages/react-dom/src/ReactTestUtilsEntry.js}","{File ReactTestUtils.js at packages/react-dom/src/test-utils/ReactTestUtils.js})","","FP",False,"",108,""
"","RENAME","{File ReactARTFiberEntry.js at packages/react-art/src/ReactARTFiberEntry.js}","{File ReactART.js at packages/react-art/src/ReactART.js})","","FP",False,"",131,""
"","RENAME","{File ReactNativeCSFiberEntry.js at packages/react-cs-renderer/src/ReactNativeCSFiberEntry.js}","{File ReactNativeCS.js at packages/react-cs-renderer/src/ReactNativeCS.js})","","FP",False,"",143,""
"","RENAME","{File ReactNativeFiberEntry.js at packages/react-native-renderer/src/ReactNativeFiberEntry.js}","{File ReactNativeRenderer.js at packages/react-native-renderer/src/ReactNativeRenderer.js})","","FP",False,"",170,""
"","RENAME","{File ReactNoopEntry.js at packages/react-noop-renderer/src/ReactNoopEntry.js}","{File ReactNoop.js at packages/react-noop-renderer/src/ReactNoop.js})","","FP",False,"",146,""
"","RENAME","{File ReactNativeRTFiberEntry.js at packages/react-rt-renderer/src/ReactNativeRTFiberEntry.js}","{File ReactNativeRT.js at packages/react-rt-renderer/src/ReactNativeRT.js})","","FP",False,"",176,""
"","RENAME","{File ReactShallowRendererEntry.js at packages/react-test-renderer/src/ReactShallowRendererEntry.js}","{File ReactShallowRenderer.js at packages/react-test-renderer/src/ReactShallowRenderer.js})","","FP",False,"",112,""
"","RENAME","{File ReactTestRendererFiberEntry.js at packages/react-test-renderer/src/ReactTestRendererFiberEntry.js}","{File ReactTestRenderer.js at packages/react-test-renderer/src/ReactTestRenderer.js})","","FP",False,"",188,""
"","RENAME","{File ReactEntry.js at packages/react/src/ReactEntry.js}","{File React.js at packages/react/src/React.js})","","FP",False,"",114,""
"https://github.com/facebook/react/commit/366600d0b2b99ece8cd03d60e2a5454a02857502","RENAME","","","","FN",False,50,"",""
"","RENAME","{File setInnerHTML-test.js at packages/react-dom/src/client/__tests__/setInnerHTML-test.js}","{File dangerouslySetInnerHTML-test.js at packages/react-dom/src/client/__tests__/dangerouslySetInnerHTML-test.js})","","FP",False,"",71,""
"https://github.com/facebook/react-native/commit/369e30f6859bc6af2a97670217ba142691bd49d9","RENAME","{File ReactNativeNativeComponent.js at Libraries/ReactNative/ReactNativeNativeComponent.js}","{File ReactNativeBaseComponent.js at Libraries/ReactNative/ReactNativeBaseComponent.js})","","TP",False,47,66,""
"","RENAME","{File createReactNativeNativeComponentClass.js at Libraries/ReactNative/createReactNativeNativeComponentClass.js}","{File createReactNativeComponentClass.js at Libraries/ReactNative/createReactNativeComponentClass.js})","","FP",False,"",65,""
"","MOVE","{File archinfo.js at tools/archinfo.js}","{File archinfo.js at tools/utils/archinfo.js})","","FP",False,"",214,""
"","MOVE","{File buildmessage.js at tools/buildmessage.js}","{File buildmessage.js at tools/utils/buildmessage.js})","","FP",False,"",219,""
"","MOVE","{File console.js at tools/console.js}","{File console.js at tools/console/console.js})","","FP",False,"",215,""
"","MOVE","{File progress.js at tools/progress.js}","{File progress.js at tools/console/progress.js})","","FP",False,"",216,""
"","MOVE","{File run-log.js at tools/run-log.js}","{File run-log.js at tools/runners/run-log.js})","","FP",False,"",220,""
"https://github.com/meteor/meteor/commit/39d8aef3d96c3f744e926f87ee05d67a8e2f58d5","MOVE","{File selftest.js at tools/selftest.js}","{File selftest.js at tools/tool-testing/selftest.js})","","TP",False,59,217,""
"","MOVE","{File test-utils.js at tools/test-utils.js}","{File test-utils.js at tools/tool-testing/test-utils.js})","","FP",False,"",218,""
"https://github.com/facebook/react/commit/47783e878d62ed96ea27290d1cdbb90b83c417c4","INLINE","","","","FN",False,30,"",""
"","INLINE","{Function setValueForAttribute at packages/react-dom/src/client/DOMPropertyOperations.js}","{Function setValueForProperty at packages/react-dom/src/client/DOMPropertyOperations.js})","","FP",False,"",44,""
"","RENAME","{Function shouldSetAttribute at packages/react-dom/src/shared/DOMProperty.js}","{Function shouldSkipAttribute at packages/react-dom/src/shared/DOMProperty.js})","","FP",False,"",43,""
"https://github.com/meteor/meteor/commit/48947a46bf7204367dcd3294c93d55e2f36e01eb","RENAME","{File test_events.js at packages/test-helpers/test_events.js}","{File simulate_event.js at packages/test-helpers/simulate_event.js})","","TP",False,46,64,""
"","RENAME","{Function renderXJSExpressionContainer at vendor/fbtransform/transforms/xjs.js}","{Function renderJSXExpressionContainer at vendor/fbtransform/transforms/jsx.js})","","FP",False,"",69,""
"","RENAME","{Function renderXJSLiteral at vendor/fbtransform/transforms/xjs.js}","{Function renderJSXLiteral at vendor/fbtransform/transforms/jsx.js})","","FP",False,"",70,""
"https://github.com/facebook/react/commit/48e54da484bc3416572fb48bc22d748a60ecd54f","RENAME","{File xjs.js at vendor/fbtransform/transforms/xjs.js}","{File jsx.js at vendor/fbtransform/transforms/jsx.js})","","TP",False,49,68,""
"","MOVE_RENAME","{File client.js at tools/shell/client.js}","{File shell-client.js at tools/shell-client.js})","","FP",False,"",243,""
"https://github.com/meteor/meteor/commit/4ad860ca47071c167281888e984f15ba987355bd","MOVE_RENAME","{File server.js at tools/shell/server.js}","{File shell-server.js at tools/server/shell-server.js})","","TP",False,64,242,""
"https://github.com/angular/angular.js/commit/4adc9a9117e7f7501d94c22c8cbbfeb77ad5d596","EXTRACT","{Function commitRoute at src/ngRoute/route.js}","{Function getTemplateFor at src/ngRoute/route.js})","","TP",False,22,22,""
"https://github.com/atom/atom/commit/50088b16c9a4e6fda78ea98430bb0705229883e8","RENAME","","","","FN",False,35,"",""
"","EXTRACT","{Function $interpolate at src/ng/interpolate.js}","{Function stringify at src/ng/interpolate.js})","","FP",False,"",12,""
"https://github.com/angular/angular.js/commit/560951e9881b5f772262804384b4da9f673b925e","INTERNAL_MOVE","","","","FN",False,7,"",""
"","RENAME","{Class RCTRootViewIntegrationTestsApp at IntegrationTests/RCTRootViewIntegrationTestApp.js}","{Class RCTRootViewIntegrationTestApp at IntegrationTests/RCTRootViewIntegrationTestApp.js})","","FP",False,"",62,""
"https://github.com/facebook/react-native/commit/57daad98f01b59fce9cb9bf663fd0b191c56b232","RENAME","{File StaticContainer.js at Libraries/Components/StaticContainer.js}","{File StaticContainer.react.js at Libraries/Components/StaticContainer.react.js})","","TP",False,42,61,""
"https://github.com/facebook/react/commit/5c6a496d98b80d19d851c2ec3a56d760b7118a50","INLINE","","","","FN",False,31,"",""
"","INLINE","{Function getNextDebugID at src/shared/utils/getNextDebugID.js}","{Function instantiateReactComponent at src/renderers/shared/stack/reconciler/instantiateReactComponent.js})","","FP",False,"",47,""
"","MOVE","{File KeyEscapeUtils.js at src/shared/utils/KeyEscapeUtils.js}","{File KeyEscapeUtils.js at src/renderers/shared/stack/reconciler/KeyEscapeUtils.js})","","FP",False,"",45,""
"","MOVE","{Function getIteratorFn at src/shared/utils/getIteratorFn.js}","{Function getIteratorFn at src/renderers/shared/fiber/ReactChildFiber.js})","","FP",False,"",46,""
"https://github.com/webpack/webpack/commit/5da9d8c7ef29f954a37f58f5138f116579c6efe8","MOVE_RENAME","","","","FN",False,12,"",""
"https://github.com/facebook/react/commit/6144212a8634948faf18cce8211c71e6f9d0667e","RENAME","{Function performLowPriWork at src/renderers/shared/fiber/ReactFiberScheduler.js}","{Function performDeferredWork at src/renderers/shared/fiber/ReactFiberScheduler.js})","","TP",False,38,59,""
"","RENAME","{Function scheduleLowPriWork at src/renderers/shared/fiber/ReactFiberScheduler.js}","{Function scheduleDeferredWork at src/renderers/shared/fiber/ReactFiberScheduler.js})","","FP",False,"",58,""
"https://github.com/facebook/react/commit/63aa7259b9f48886af545afcc06c29acf225b05f","MOVE","{Function getReactRootElementInContainer at src/browser/ui/getReactRootElementInContainer.js}","{Function getReactRootElementInContainer at src/browser/ui/ReactMount.js})","","TP",False,5,11,""
"https://github.com/meteor/meteor/commit/643a9f12da263044829f90ea06cbb1d6c1afe91e","MOVE_RENAME","{Function installDefaultNpmDeps at tools/cli/commands.js}","{Function install at tools/cli/default-npm-deps.js})","","TP",False,10,14,""
"https://github.com/meteor/meteor/commit/6b1bb038d820cbb4a6a066990da12e4c70d6e68d","MOVE","{File files.js at tools/files.js}","{File files.js at tools/fs/files.js})","","TP",False,56,202,""
"","MOVE","{File safe-pathwatcher.js at tools/safe-pathwatcher.js}","{File safe-pathwatcher.js at tools/fs/safe-pathwatcher.js})","","FP",False,"",201,""
"","MOVE","{File watch.js at tools/watch.js}","{File watch.js at tools/fs/watch.js})","","FP",False,"",203,""
"","MOVE","{File PanResponder.js at src/renderers/native/vendor/react/browser/eventPlugins/PanResponder.js}","{File PanResponder.js at src/renderers/shared/event/eventPlugins/PanResponder.js})","","FP",False,"",221,""
"","MOVE","{File TouchHistoryMath.js at src/renderers/native/vendor/react/browser/eventPlugins/TouchHistoryMath.js}","{File TouchHistoryMath.js at src/renderers/shared/event/eventPlugins/TouchHistoryMath.js})","","FP",False,"",224,""
"https://github.com/facebook/react/commit/6c885d28c51ea30af0d8a4031dedcea98ef4114c","MOVE","{File NodeHandle.js at src/renderers/native/vendor/react/platform/NodeHandle.js}","{File NodeHandle.js at src/renderers/native/NodeHandle/NodeHandle.js})","","TP",False,60,222,""
"","MOVE","{File UniversalWorkerNodeHandle.js at src/renderers/native/vendor/react/platformImplementations/universal/worker/UniversalWorkerNodeHandle.js}","{File UniversalWorkerNodeHandle.js at src/renderers/native/NodeHandle/UniversalWorkerNodeHandle.js})","","FP",False,"",223,""
"https://github.com/mrdoob/three.js/commit/6d916aed6b31f4d860efb52f6b94e3d3ce49d1ba","RENAME","","","","FN",False,33,"",""
"","INLINE","{Function workLoopAsync at src/renderers/shared/fiber/ReactFiberScheduler.js}","{Function workLoop at src/renderers/shared/fiber/ReactFiberScheduler.js})","","FP",False,"",51,""
"","INLINE","{Function workLoopSync at src/renderers/shared/fiber/ReactFiberScheduler.js}","{Function workLoop at src/renderers/shared/fiber/ReactFiberScheduler.js})","","FP",False,"",50,""
"https://github.com/facebook/react/commit/71f591501b639c4adf329e1f586c7e04875dde7f","RENAME","{Function findNextUnitOfWork at src/renderers/shared/fiber/ReactFiberScheduler.js}","{Function resetNextUnitOfWork at src/renderers/shared/fiber/ReactFiberScheduler.js})","","TP",False,36,52,""
"https://github.com/webpack/webpack/commit/756f2ca1779fd9836412041cbc9baa7912d490ae","MOVE","{File webpack.config.js at test/configCases/plugins/dll-plugin/webpack.config.js}","{File webpack.config.js at test/configCases/plugins/lib-manifest-plugin/webpack.config.js})","","TP",False,52,73,""
"https://github.com/mui-org/material-ui/commit/7796fb2677b547bec838eeaf4c219ffb00825c49","MOVE_RENAME","","","","FN",False,11,"",""
"https://github.com/facebook/react/commit/7b2d9655da218f8311d1dab4ab1142c35c3eef3b","RENAME","","","","FN",False,44,"",""
"https://github.com/webpack/webpack/commit/86c00207bdc9cb1ef60441d1ec836624a162c9ab","MOVE_RENAME","","","","FN",False,13,"",""
"","MOVE","{File colon-converter.js at tools/colon-converter.js}","{File colon-converter.js at tools/utils/colon-converter.js})","","FP",False,"",209,""
"","MOVE","{File fiber-helpers.js at tools/fiber-helpers.js}","{File fiber-helpers.js at tools/utils/fiber-helpers.js})","","FP",False,"",205,""
"","MOVE","{File func-utils.js at tools/func-utils.js}","{File func-utils.js at tools/utils/func-utils.js})","","FP",False,"",206,""
"","MOVE","{File http-helpers.js at tools/http-helpers.js}","{File http-helpers.js at tools/utils/http-helpers.js})","","FP",False,"",204,""
"https://github.com/meteor/meteor/commit/8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File mongo-exit-codes.js at tools/mongo-exit-codes.js}","{File mongo-exit-codes.js at tools/utils/mongo-exit-codes.js})","","TP",False,57,207,""
"","MOVE","{File parse-stack.js at tools/parse-stack.js}","{File parse-stack.js at tools/utils/parse-stack.js})","","FP",False,"",210,""
"","MOVE","{File processes.js at tools/processes.js}","{File processes.js at tools/utils/processes.js})","","FP",False,"",211,""
"","MOVE","{File utils.js at tools/utils.js}","{File utils.js at tools/utils/utils.js})","","FP",False,"",208,""
"https://github.com/webpack/webpack/commit/8b3772d47fc94fe3c3175602bba5eef6605fad86","INTERNAL_MOVE","","","","FN",False,1,"",""
"https://github.com/mrdoob/three.js/commit/8e8589c88105b4f9258867f61aadd70c9fccffaa","RENAME","{Function b2p0 at src/extras/core/Bezier.js}","{Function QuadraticBezierP0 at src/extras/core/Bezier.js})","","TP",False,37,54,""
"","RENAME","{Function b3p0 at src/extras/core/Bezier.js}","{Function CubicBezierP0 at src/extras/core/Bezier.js})","","FP",False,"",56,""
"","RENAME","{Function b3p1 at src/extras/core/Bezier.js}","{Function CubicBezierP1 at src/extras/core/Bezier.js})","","FP",False,"",57,""
"","RENAME","{Function tangentCubicBezier at src/extras/core/Bezier.js}","{Function TangentCubicBezier at src/extras/core/Bezier.js})","","FP",False,"",53,""
"","RENAME","{Function tangentQuadraticBezier at src/extras/core/Bezier.js}","{Function TangentQuadraticBezier at src/extras/core/Bezier.js})","","FP",False,"",55,""
"","MOVE","{Function validateCallback at src/renderers/shared/fiber/ReactFiberClassComponent.js}","{Function validateCallback at src/renderers/shared/utils/validateCallback.js})","","FP",False,"",7,""
"","MOVE","{Function formatUnexpectedArgument at src/renderers/shared/stack/reconciler/ReactUpdateQueue.js}","{Function formatUnexpectedArgument at src/renderers/shared/utils/validateCallback.js})","","FP",False,"",8,""
"https://github.com/facebook/react/commit/8fbcd499bd07c8a8206f23fe0b2a1cbbc1ffaf0a","MOVE","","","","FN",False,3,"",""
"","MOVE","{Function generateLoadBinaryCode at lib/web/FetchCompileWasmMainTemplatePlugin.js}","{Function generateLoadBinaryCode at lib/web/FetchCompileWasmTemplatePlugin.js})","","FP",False,"",231,""
"https://github.com/webpack/webpack/commit/9156be961d890b9877ddef3a70964c9665662abb","MOVE_RENAME","{File BaseWasmMainTemplatePlugin.js at lib/BaseWasmMainTemplatePlugin.js}","{File WasmMainTemplatePlugin.js at lib/wasm/WasmMainTemplatePlugin.js})","","TP",False,62,233,""
"","RENAME","{Class BaseWasmMainTemplatePlugin at lib/BaseWasmMainTemplatePlugin.js}","{Class WasmMainTemplatePlugin at lib/wasm/WasmMainTemplatePlugin.js})","","FP",False,"",232,""
"https://github.com/meteor/meteor/commit/91a4a46ea1d687de1f929e3b9f0bae9c2db0c83d","INTERNAL_MOVE_RENAME","","","","FN",False,15,"",""
"","EXTRACT","{Function i at d3.min.js}","{Function o at d3.min.js})","","FP",False,"",10,""
"","INLINE","{Function i at d3.min.js}","{Function i at d3.min.js})","","FP",False,"",9,""
"https://github.com/d3/d3/commit/959da21882ad7ea5f35f851adb629ae7a29d5a38","INTERNAL_MOVE","","","","FN",False,4,"",""
"https://github.com/vuejs/vue/commit/9bded22a83b6fb9a89a32009e7f47f6201e167a3","MOVE","{File richtext.spec.js at test/weex/runtime/component/richtext.spec.js}","{File richtext.spec.js at test/weex/runtime/components/richtext.spec.js})","","TP",False,53,74,""
"https://github.com/meteor/meteor/commit/9d65f9269982e066de112ccf7e22dfeb2528ba58","RENAME","","","","FN",False,41,"",""
"","MOVE","{File Easing.js at Libraries/Animated/Easing.js}","{File Easing.js at Libraries/Animated/src/Easing.js})","","FP",False,"",235,""
"","MOVE","{File Interpolation.js at Libraries/Animated/Interpolation.js}","{File Interpolation.js at Libraries/Animated/src/Interpolation.js})","","FP",False,"",238,""
"","MOVE","{File SpringConfig.js at Libraries/Animated/SpringConfig.js}","{File SpringConfig.js at Libraries/Animated/src/SpringConfig.js})","","FP",False,"",239,""
"","MOVE","{File Animated-test.js at Libraries/Animated/__tests__/Animated-test.js}","{File Animated-test.js at Libraries/Animated/src/__tests__/Animated-test.js})","","FP",False,"",234,""
"","MOVE","{File Easing-test.js at Libraries/Animated/__tests__/Easing-test.js}","{File Easing-test.js at Libraries/Animated/src/__tests__/Easing-test.js})","","FP",False,"",236,""
"","MOVE","{File Interpolation-test.js at Libraries/Animated/__tests__/Interpolation-test.js}","{File Interpolation-test.js at Libraries/Animated/src/__tests__/Interpolation-test.js})","","FP",False,"",241,""
"","MOVE","{File bezier.js at Libraries/Animation/bezier.js}","{File bezier.js at Libraries/Animated/src/bezier.js})","","FP",False,"",237,""
"https://github.com/facebook/react-native/commit/a50b4ea7b9ecc4c95a38b58f12a71b93ff3a3131","MOVE_RENAME","{File Animated.js at Libraries/Animated/Animated.js}","{File AnimatedImplementation.js at Libraries/Animated/src/AnimatedImplementation.js})","","TP",False,63,240,""
"","MOVE","{File container.js at src/decorators/container.js}","{File container.js at src/addons/container.js})","","FP",False,"",212,""
"https://github.com/reduxjs/redux/commit/acc10fac4bd381cbf143f9488ac886ed1475b19a","MOVE","{File root.js at src/decorators/root.js}","{File root.js at src/addons/root.js})","","TP",False,58,213,""
"https://github.com/meteor/meteor/commit/adc5e40fb74ad2f1b4bea172a1214d46d2e6686c","EXTRACT","","","","FN",False,23,"",""
"https://github.com/vuejs/vue/commit/ae07fedf8ab00a000db56a155f2e2fdaa6daeff2","INLINE","{Function isFunction at src/shared/util.js}","{Function resolveAsyncComponent at src/core/vdom/helpers/resolve-async-component.js})","","TP",False,27,41,""
"","MOVE","{Function fromJson at src/JSON.js}","{Function fromJson at src/Angular.js})","","FP",False,"",17,""
"","MOVE","{Function toJson at src/JSON.js}","{Function toJson at src/Angular.js})","","FP",False,"",16,""
"https://github.com/angular/angular.js/commit/af0ad6561c0d75c4f155b07e9cfc36a983af55bd","MOVE_RENAME","","","","FN",False,16,"",""
"https://github.com/facebook/react/commit/b4b21486aa043b3c6260665930e7e638c908a5ec","EXTRACT","{Function beginWork at src/renderers/shared/fiber/ReactFiberBeginWork.js}","{Function updateHostRoot at src/renderers/shared/fiber/ReactFiberBeginWork.js})","","TP",False,20,20,""
"","MOVE","{Function formatInnerSchema at lib/WebpackOptionsValidationError.js}","{Function formatInnerSchema at lib/util/formatSchema.js})","","FP",False,"",0,""
"","MOVE","{Function getSchemaPart at lib/WebpackOptionsValidationError.js}","{Function getSchemaPart at lib/util/getSchemaPart.js})","","FP",False,"",2,""
"https://github.com/webpack/webpack/commit/b50d4cf7c370dc0f9fa2c39ea0e73e28ca8918ac","MOVE","{Function getSchemaPartText at lib/WebpackOptionsValidationError.js}","{Function getSchemaPartText at lib/util/getSchemaPartText.js})","","TP",False,0,3,""
"","MOVE","{Function indent at lib/WebpackOptionsValidationError.js}","{Function indent at lib/util/indent.js})","","FP",False,"",1,""
"","MOVE_RENAME","{File browser-policy.js at packages/browser-policy/browser-policy.js}","{File browser-policy-content.js at packages/browser-policy-content/browser-policy-content.js})","","FP",False,"",15,""
"https://github.com/meteor/meteor/commit/b5286b941a77a1bdd57abb1ea01385eeaa62f7ea","MOVE_RENAME","","","","FN",False,14,"",""
"https://github.com/chartjs/Chart.js/commit/b64cab004669a010025e4641eb7f359c4035f6b9","EXTRACT","","","","FN",False,19,"",""
"https://github.com/angular/angular.js/commit/c39936ee26f00d8256c79df07096f03196811df5","EXTRACT","{Function commitRoute at src/ngRoute/route.js}","{Function resolveLocalsFor at src/ngRoute/route.js})","","TP",False,21,21,""
"https://github.com/mui-org/material-ui/commit/c451323da71fa0ec5f7505d14f50d92f0c91f824","RENAME","","","","FN",False,43,"",""
"https://github.com/facebook/react-native/commit/c948ae81686e2345d155577b4ff9f43f50021e99","RENAME","{File index.js at packager/src/node-haste/index.js}","{File DependencyGraph.js at packager/src/node-haste/DependencyGraph.js})","","TP",False,51,72,""
"https://github.com/mrdoob/three.js/commit/ca803d97c0e4fab6eadd3f745f3068443e8ca1f4","MOVE","","","","FN",False,9,"",""
"https://github.com/meteor/meteor/commit/d4d3df14285e559c92d5294b04be97ebb26517fd","INLINE","","","","FN",False,29,"",""
"","EXTRACT","{Function annotate at src/auto/injector.js}","{Function extractArgs at src/auto/injector.js})","","FP",False,"",40,""
"https://github.com/angular/angular.js/commit/d9ca2459172a3ad62f0a19b8b1306d739c4b75b7","EXTRACT","{Function anonFn at src/auto/injector.js}","{Function extractArgs at src/auto/injector.js})","","TP",False,26,39,""
"https://github.com/atom/atom/commit/dec52a7384d9f241cae0cd2d0a51f440bafa7677","EXTRACT","","","","FN",False,17,"",""
"https://github.com/meteor/meteor/commit/e710338a9490adbcfd0519d8dbfe1d3b34cb4ab9","RENAME","{File stream_client.js at packages/livedata/stream_client.js}","{File stream_client_sockjs.js at packages/livedata/stream_client_sockjs.js})","","TP",False,48,67,""
"https://github.com/angular/angular.js/commit/e9bf93d510a6a0c105d8f5d036ec35c7ce08a588","RENAME","","","","FN",False,39,"",""
"","RENAME","{Function int at src/ngMock/angular-mocks.js}","{Function toInt at src/ngMock/angular-mocks.js})","","FP",False,"",60,""
"https://github.com/meteor/meteor/commit/ec3341e7adb89889deadc1d3ecd8d8a181b958f1","INLINE","{Function put at packages/dynamic-import/cache.js}","{Function flushSetMany at packages/dynamic-import/cache.js})","","TP",False,28,42,""
"https://github.com/chartjs/Chart.js/commit/ec7b87d69c6168d25166784796f8026b2cb5715e","MOVE","","","","FN",False,6,"",""
"","EXTRACT","{Function WebGLRenderer at src/renderers/WebGLRenderer.js}","{Function stopAnimation at src/renderers/WebGLRenderer.js})","","FP",False,"",48,""
"","RENAME","{Function requestLoopFrame at src/renderers/WebGLRenderer.js}","{Function requestAnimationLoopFrame at src/renderers/WebGLRenderer.js})","","FP",False,"",49,""
"https://github.com/mrdoob/three.js/commit/f0e7bdc1de54a1b896089d819872111a86aa4185","RENAME","","","","FN",False,32,"",""
"https://github.com/meteor/meteor/commit/f49de5b9ac20ffed0144ad2bbbc249faa2c1fe91","MOVE","{File auth-client.js at tools/auth-client.js}","{File auth-client.js at tools/meteor-services/auth-client.js})","","TP",False,61,228,""
"","MOVE","{File auth.js at tools/auth.js}","{File auth.js at tools/meteor-services/auth.js})","","FP",False,"",226,""
"","MOVE","{File config.js at tools/config.js}","{File config.js at tools/meteor-services/config.js})","","FP",False,"",227,""
"","MOVE","{File deploy.js at tools/deploy.js}","{File deploy.js at tools/meteor-services/deploy.js})","","FP",False,"",225,""
"","MOVE","{File service-connection.js at tools/service-connection.js}","{File service-connection.js at tools/meteor-services/service-connection.js})","","FP",False,"",230,""
"","MOVE","{File stats.js at tools/stats.js}","{File stats.js at tools/meteor-services/stats.js})","","FP",False,"",229,""
"https://github.com/facebook/create-react-app/commit/fbdff9d722d6ce669a090138022c4d3536ae95bb","MOVE","{Function getDifferenceLabel at packages/react-scripts/scripts/build.js}","{Function getDifferenceLabel at packages/react-dev-utils/FileSizeReporter.js})","","TP",False,2,5,""
"","MOVE","{Function removeFileNameHash at packages/react-scripts/scripts/build.js}","{Function removeFileNameHash at packages/react-dev-utils/FileSizeReporter.js})","","FP",False,"",4,""
"","MOVE_RENAME","{Function printFileSizes at packages/react-scripts/scripts/build.js}","{Function printFileSizesAfterBuild at packages/react-dev-utils/FileSizeReporter.js})","","FP",False,"",6,""
