Repository,Commit,Type,Node Before,Node After
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:arenas_quantum_ctl(size_t, size_t, void, size_t, void, size_t):47296-47342","deps/jemalloc/src/ctl.c:arenas_quantum_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):66824-66870"
php-src,2e5ac355b9b578e5d1e460f2b2f4205f8a7c87b3,CHANGE_SIGNATURE,"ext/phar/phar.c:phar_split_fname(char, int, char, int, char, int, int, int):62279-63766","ext/phar/phar.c:phar_split_fname(char, size_t, char, size_t, char, size_t, int, int):62399-63898"
linux,25a356d3f69fe5a1f6477227b9c4f853f763fe78,CHANGE_SIGNATURE,"fs/btrfs/free-space-tree.h:remove_from_free_space_tree(btrfs_trans_handle, btrfs_fs_info, u64, u64):1142-1263","fs/btrfs/free-space-tree.h:remove_from_free_space_tree(btrfs_trans_handle, u64, u64):1142-1228"
linux,369b230806a9f3ff691466d54795e5e3ff3f8f5c,CHANGE_SIGNATURE,"tools/perf/util/parse-events.h:parse_events__set_leader(char, list_head):5511-5571","tools/perf/util/parse-events.h:parse_events__set_leader(char, list_head, parse_events_state):5535-5644"
darknet,60e952ba694e3e0811db5868d70ad7ebfe676836,INLINE,"src/softmax_layer.c:softmax_tree(float, int, int, float, tree, float):932-1355","src/softmax_layer.c:forward_softmax_layer(softmax_layer, network_state):932-1493"
toxcore,91274495bc1e24bbab039e0e468be14fa34caf23,CHANGE_SIGNATURE,"toxcore/tox.h:tox_file_send(Tox, uint32_t, TOX_FILE_KIND, uint64_t, uint8_t, size_t, TOX_ERR_FILE_SEND):55719-55904","toxcore/tox.h:tox_file_send(Tox, uint32_t, TOX_FILE_TYPE, uint64_t, uint8_t, size_t, TOX_ERR_FILE_SEND):55911-56096"
redis,1392c83fb829d8586af8cdd1ef778b211be40e4a,EXTRACT,"src/aof.c:rewriteStreamObject(rio, robj, robj):42219-43383","src/aof.c:rioWriteBulkStreamID(rio, streamID):42220-42472"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/connected_layer.h:forward_connected_layer(connected_layer, float):836-896","src/connected_layer.h:forward_connected_layer(connected_layer, network_state):683-750"
toxcore,e65efc8936ee029f735a22105843335c18026ad2,CHANGE_SIGNATURE,"toxav/codec.h:cs_enable_audio_sending(CSSession, uint32_t, int):4696-4766","toxav/codec.h:cs_enable_audio_sending(CSSession, uint32_t):4329-4385"
darknet,0f1a31648c5292fa49b35eac90a2ee676d6c13e6,CHANGE_SIGNATURE,"src/crop_layer.c:forward_crop_layer(crop_layer, float):883-1717","src/crop_layer.c:forward_crop_layer(crop_layer, int, float):883-1867"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/prof.c:prof_tdata_should_destroy(prof_tdata_t, bool):3543-3616","deps/jemalloc/src/prof.c:prof_tdata_should_destroy(tsdn_t, prof_tdata_t, bool):4172-4259"
toxcore,d6fdf16520b6f242935ca95eeb739ec9a8eaa14c,CHANGE_SIGNATURE,"toxav/video.h:vc_new(ToxAV, uint32_t, toxav_video_receive_frame_cb, void, uint32_t):2312-2421","toxav/video.h:vc_new(ToxAV, uint32_t, toxav_video_receive_frame_cb, void):1675-1766"
php-src,5b529bbc948f42a19db565c4e9dedb01ac38d2fe,CHANGE_SIGNATURE,sapi/litespeed/lscriu.c:LSCRIU_on_timer(void):40833-41005,sapi/litespeed/lscriu.c:LSCRIU_on_timer(int):21738-21931
linux,9cfd5a95381e960bdbc5cd24ec7987205a3a9bee,EXTRACT,drivers/lightnvm/pblk-core.c:pblk_line_free(pblk_line):38296-38539,drivers/lightnvm/pblk-core.c:pblk_line_reinit(pblk_line):31671-31866
git,aa40289ce9438890368aa1c667d1ed6e3184213c,CHANGE_SIGNATURE,"builtin/push.c:push_with_options(transport, int):9829-11233","builtin/push.c:push_with_options(transport, refspec, int):9689-11121"
darknet,d9f1b0b16edeb59281355a855e18a8be343fc33c,CHANGE_SIGNATURE,"src/network.c:train_network(network, data, float, float, float):13284-13744","src/network.c:train_network(network, data):10340-10736"
darknet,f996bd59a61338d8d51e2b19482d684f6dd04d0f,CHANGE_SIGNATURE,"src/data.c:load_data_writing(char, int, int, int, int, int):15826-16316","src/data.c:load_data_writing(char, int, int, int, int, int, int):15830-16312"
linux,9ec672bd17131fe26c966960a573a76fdb1da323,CHANGE_SIGNATURE,fs/cifs/netmisc.c:smbCalcSize(void):37246-37437,"fs/cifs/netmisc.c:smbCalcSize(void, TCP_Server_Info):37246-37469"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,src/connected_layer.h:statistics_connected_layer(layer):564-599,include/darknet.h:statistics_connected_layer(layer):11436-11471
toxcore,d71136262227d68b649ce9fd8e020597c69cce07,CHANGE_SIGNATURE,"testing/Messenger_test.c:print_message(Messenger, uint32_t, uint8_t, size_t, void):1806-2074","testing/Messenger_test.c:print_message(Messenger, uint32_t, int, uint8_t, size_t, void):1806-2127"
redis,aa808394f64ce735311f63bea1a142d5fab9bc82,EXTRACT,"src/t_stream.c:streamReplyWithRange(client, stream, streamID, streamID, size_t, int, streamCG, streamConsumer, int):30603-33521","src/t_stream.c:addReplyStreamID(client, streamID):29299-29446"
netdata,ea11d403b38f8336a744820be41b5e32c055bb8b,CHANGE_SIGNATURE,"src/socket.c:snd_callback(POLLINFO, int, SIMPLE_PATTERN, void, time_t, time_t):43378-43426","src/socket.c:snd_callback(POLLINFO, int, void):43454-43502"
FFmpeg,3a96534ed9dd09c773894e6ed4bb882a765d83a9,CHANGE_SIGNATURE,"libavfilter/vf_convolution.c:setup(uint8_t, uint8_t, int, int, int, int, int, int):1513-1643","libavfilter/vf_convolution.c:setup(int, uint8_t, uint8_t, int, int, int, int, int, int):1607-1749"
darknet,a08ef29e085236f13fd04246c6774f9682a56208,MOVE_FUNCTION,"src/darknet.c:del_arg(int, char, int):351-486","src/utils.c:del_arg(int, char, int):157-292"
linux,03a34b2d25a4ca6ba691312feaa0b4d3cb3fd63d,CHANGE_SIGNATURE,"drivers/lightnvm/pblk-read.c:pblk_read_check_rand(pblk, void, u64, int):3560-4021","drivers/lightnvm/pblk-read.c:pblk_read_check_rand(pblk, nvm_rq, u64, int):3812-4546"
php-src,2e5ac355b9b578e5d1e460f2b2f4205f8a7c87b3,CHANGE_SIGNATURE,"ext/phar/phar_internal.h:phar_validate_alias(char, int):15658-15955","ext/phar/phar_internal.h:phar_validate_alias(char, size_t):15596-15896"
jq,ccfba00178ff972f4d1ee5e750b79218e380efa1,EXTRACT,"builtin.c:f_mktime(jq_state, jv):29669-30507","builtin.c:jv2tm(jv, tm):29777-30101"
jq,86bc662bd2b89f66e0ce60b0ab3df5de43701f50,CHANGE_SIGNATURE,jq_test.c:run_jq_tests(FILE):1119-4563,"jq_test.c:run_jq_tests(jv, FILE):1140-4728"
vim,12a96de430779b88795fac87a2be666d9f661d1e,EXTRACT,src/ex_docmd.c:ex_quit(exarg_T):171884-173788,"src/ex_docmd.c:before_quit_autocmds(win_T, int, int):171805-172643"
jq,0c93eb3379241dc4775718a9d39f54a6c4de20d6,MOVE_FILE,compile.h:compile.h:0-3594,src/compile.h:compile.h:0-3594
toxcore,f7beee495e9c3199ecbae91fde2e92f1698f48b2,CHANGE_SIGNATURE,"toxencryptsave/toxencryptsave.h:tox_pass_key_encrypt(uint8_t, size_t, uint8_t, uint8_t, TOX_ERR_ENCRYPTION):7396-7541","toxencryptsave/toxencryptsave.h:tox_pass_key_encrypt(uint8_t, size_t, TOX_PASS_KEY, uint8_t, TOX_ERR_ENCRYPTION):7640-7790"
darknet,d9f1b0b16edeb59281355a855e18a8be343fc33c,CHANGE_SIGNATURE,"src/activations.c:activate_array(float, int, ACTIVATION, float):1600-1769","src/activations.c:activate_array(float, int, ACTIVATION):1463-1608"
darknet,1edcf73a73d2007afc61289245763f5cf0c29e10,CHANGE_SIGNATURE,src/server.h:server_update():6-21,src/server.h:server_update(network):27-53
darknet,809f924db2823b9e1eaf3efb9370380edc1f76ed,MOVE_FUNCTION,"src/mini_blas.h:time_random_matrix(int, int, int, int, int):313-368","src/blas.h:time_random_matrix(int, int, int, int, int):110-165"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,RENAME_FUNCTION,"deps/jemalloc/src/ctl.c:arena_i_lg_dirty_mult_ctl(size_t, size_t, void, size_t, void, size_t):43923-44596","deps/jemalloc/src/ctl.c:arena_i_decay_ms_ctl_impl(tsd_t, size_t, size_t, void, size_t, void, size_t, bool):61000-61863"
darknet,aebe937710ced03d03f73ab23f410f29685655c1,RENAME_FUNCTION,"src/data.c:load_image_cropped_paths(char, int, int, int, int):2345-2981","src/data.c:load_image_augment_paths(char, int, int, int, int, float, float, float):2345-3220"
php-src,ec5b408d815b655cda638c329439795c190ee0dc,RENAME_FUNCTION,ext/mbstring/oniguruma/src/regexec.c:onig_set_try_in_match_limit(null):27612-27788,ext/mbstring/oniguruma/src/regexec.c:onig_set_retry_limit_in_match(null):31652-31834
darknet,516f019ba6fb88de7218dd3b4eaeadb1cf676518,MOVE_FUNCTION,"src/normalization_layer.c:sub_square_array(float, float, int):1566-1702","src/old.c:sub_square_array(float, float, int):6714-6850"
linux,076da91cd9ec4032f88bb30a162d576e9e46c2d6,CHANGE_SIGNATURE,"fs/btrfs/inode.c:btrfs_alloc_delalloc_work(inode, int):279412-279881",fs/btrfs/inode.c:btrfs_alloc_delalloc_work(inode):279340-279751
linux,9061d14a8a97009085242b284b5b5f668af2bf97,RENAME_FUNCTION,"fs/aio.c:aio_rw_ret(kiocb, ssize_t):36783-37221","fs/aio.c:aio_rw_done(kiocb, ssize_t):36783-37202"
darknet,d9f1b0b16edeb59281355a855e18a8be343fc33c,CHANGE_SIGNATURE,"src/network.c:train_network_batch(network, data, int, float, float, float):12759-13281","src/network.c:train_network_batch(network, data, int):9878-10337"
php-src,2e5ac355b9b578e5d1e460f2b2f4205f8a7c87b3,CHANGE_SIGNATURE,"ext/phar/util.c:phar_find_in_include_path(char, int, phar_archive_data):6657-9154","ext/phar/util.c:phar_find_in_include_path(char, size_t, phar_archive_data):6664-9170"
darknet,c604f2d9947413b75e5b35f6997458f1f8f89166,CHANGE_SIGNATURE,"src/rnn_layer.h:make_rnn_layer(int, int, int, int, int, ACTIVATION, int):114-231","src/rnn_layer.h:make_rnn_layer(int, int, int, int, int, ACTIVATION, int, int):114-240"
tmux,17cf1b21c6c30a2d7b8cf7d9a29f495a9b01c475,CHANGE_SIGNATURE,"tmux.h:cmd_find_from_window(cmd_find_state, window):40385-40447","tmux.h:cmd_find_from_window(cmd_find_state, window, int):40400-40474"
darknet,809f924db2823b9e1eaf3efb9370380edc1f76ed,MOVE_FUNCTION,"src/axpy.c:axpy_cpu(int, float, float, int, float, int):24-169","src/blas.c:axpy_cpu(int, float, float, int, float, int):19-164"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/softmax_layer.h:forward_softmax_layer(softmax_layer, network_state):261-326","src/softmax_layer.h:forward_softmax_layer(softmax_layer, network):261-318"
darknet,b40bbdc7b230060fcef067d3b045b0f9bfc1cd23,CHANGE_SIGNATURE,"src/data.c:load_data_regression(char, int, int, int, int, int, float, float, float, float, float):33744-34181","src/data.c:load_data_regression(char, int, int, int, int, int, int, float, float, float, float, float):33738-34185"
darknet,6731a3552d9c95280d7a27b18cea342751d79e3d,CHANGE_SIGNATURE,"src/region_layer.c:get_region_boxes(layer, int, int, float, float, box, int, int, float, int):11752-15778","src/region_layer.c:get_region_boxes(layer, int, int, int, int, float, float, box, int, int, float, int):12475-16071"
toxcore,1434b319f3956fa3a62033486851ab3815775901,CHANGE_SIGNATURE,"toxcore/net_crypto.c:handle_request_packet(Packets_Array, uint8_t, uint16_t):22022-23296","toxcore/net_crypto.c:handle_request_packet(Packets_Array, uint8_t, uint16_t, uint64_t, uint64_t):22022-23628"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/utils.c:translate_array(double, int, double):3466-3582","src/utils.c:translate_array(float, int, float):3449-3563"
redis,60a4f12f8b998c44dfff0e88202b01598287390d,CHANGE_SIGNATURE,"src/sds.c:sdssplitlen(char, int, char, int, int):24814-26274","src/sds.c:sdssplitlen(char, ssize_t, char, int, int):24857-26330"
toxcore,50e0802a62520fe0aceff9f4e6bb6d54f1bfa0b0,CHANGE_SIGNATURE,"toxcore/TCP_server.h:new_TCP_server(uint8_t, uint16_t, uint16_t, uint8_t, uint8_t, Onion):4224-4401","toxcore/TCP_server.h:new_TCP_server(uint8_t, uint16_t, uint16_t, uint8_t, Onion):4224-4374"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/local_layer.c:forward_local_layer(local_layer, network_state):2426-3372","src/local_layer.c:forward_local_layer(local_layer, network):2426-3358"
darknet,59ed1719d4aa77a462eb41dd4db2dd3a2f8e4a1b,CHANGE_SIGNATURE,"examples/segmenter.c:train_segmenter(char, char, char, int, int, int):64-3966","examples/segmenter.c:train_segmenter(char, char, char, int, int, int, int):64-4027"
toxcore,2465f486acd90ed8395c8a83a13af09ecd024c98,MOVE_RENAME_FUNCTION,"toxav/codec.c:buffer_write(PayloadBuffer, Payload):1711-1922","toxcore/util.c:rb_write(RingBuffer, void):4817-5129"
redis,60a4f12f8b998c44dfff0e88202b01598287390d,CHANGE_SIGNATURE,"src/sds.h:sdssplitlen(char, int, char, int, int):7814-7891","src/sds.h:sdssplitlen(char, ssize_t, char, int, int):7822-7903"
FFmpeg,300ef253141fbebf9b201de676db1bb9e4298c40,CHANGE_SIGNATURE,"libavcodec/cbs_h2645.c:cbs_read_ue_golomb(CodedBitstreamContext, GetBitContext, char, uint32_t, uint32_t, uint32_t):1047-2527","libavcodec/cbs_h2645.c:cbs_read_ue_golomb(CodedBitstreamContext, GetBitContext, char, int, uint32_t, uint32_t, uint32_t):1047-2628"
darknet,2ea63c0e99a5358eaf38785ea83b9c5923fcc9cd,CHANGE_SIGNATURE,"src/convolutional_layer.h:make_convolutional_layer(int, int, int, int, int, int, ACTIVATION):457-555","src/convolutional_layer.h:make_convolutional_layer(int, int, int, int, int, int, int, ACTIVATION):472-581"
linux,267d2e18a281c965229a3c3ccce51c471f9c4f8a,RENAME_FUNCTION,"arch/nds32/kernel/dma.c:nds32_dma_alloc_coherent(device, size_t, dma_addr_t, gfp_t, null):2992-5147","arch/nds32/kernel/dma.c:arch_dma_alloc(device, size_t, dma_addr_t, gfp_t, null):2878-4997"
darknet,2313a8eb54d703323279c0fb9b2c9c52d26f0cf9,MOVE_FUNCTION,"src/darknet.c:train_captcha(char, char):7902-9258","src/captcha.c:train_captcha(char, char):62-1417"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/network.h:get_network_output_layer(network, int):2804-2849",src/network.h:get_network_output_layer(network):2547-2584
darknet,1ef829e585c86e14504e4aae9ee0085c8f6a80be,MOVE_FILE,src/coco.c:coco.c:0-13616,examples/coco.c:coco.c:0-13672
jq,3a8c8f4747313d324f4309af66e2211319eccffd,EXTRACT,"src/compile.c:gen_reduce(block, block, block, block):20211-21742","src/compile.c:bind_alternation_matchers(block, block):21742-23778"
jq,0c93eb3379241dc4775718a9d39f54a6c4de20d6,MOVE_FILE,jv_alloc.c:jv_alloc.c:0-4084,src/jv_alloc.c:jv_alloc.c:0-4084
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,"src/utils.h:find_int_arg(int, char, char, int):1975-2030","include/darknet.h:find_int_arg(int, char, char, int):15456-15511"
darknet,809f924db2823b9e1eaf3efb9370380edc1f76ed,MOVE_FUNCTION,"src/mini_blas.h:axpy_cpu(int, float, float, int, float, int):2413-2481","src/blas.h:axpy_cpu(int, float, float, int, float, int):192-260"
toxcore,50e0802a62520fe0aceff9f4e6bb6d54f1bfa0b0,CHANGE_SIGNATURE,"toxcore/TCP_server.c:new_TCP_server(uint8_t, uint16_t, uint16_t, uint8_t, uint8_t, Onion):27068-29040","toxcore/TCP_server.c:new_TCP_server(uint8_t, uint16_t, uint16_t, uint8_t, Onion):27068-29019"
darknet,6e7914530939aeaa4e6cc1a692b15e23d5173ae0,CHANGE_SIGNATURE,"src/region_layer.h:make_region_layer(int, int, int, int, int, int):115-189","src/region_layer.h:make_region_layer(int, int, int, int, int, int, int, int):115-211"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,deps/jemalloc/src/prof.c:prof_thr_uid_alloc(void):38822-39012,deps/jemalloc/src/prof.c:prof_thr_uid_alloc(tsdn_t):45966-46190
linux,ce4c3e19e5201424357a0c82176633b32a98d2ec,INLINE,"drivers/md/bcache/sysfs.c:bch_read_string_list(char, char):3705-4022",drivers/md/bcache/sysfs.c:STORE(null):24195-25150
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/image.c:set_pixel_extend(image, int, int, int, double):6856-7031","src/image.c:set_pixel_extend(image, int, int, int, float):6833-7007"
darknet,f98efe6c32a064e77712f25fb40a673c3249cfd4,MOVE_FUNCTION,"src/detection_layer.c:dunion(box, box):3187-3368","src/box.c:dunion(box, box):1842-2023"
git,06af3bba414b832fe9e04fb959daa2b9b678d2d5,CHANGE_SIGNATURE,"pack-bitmap.h:bitmap_writer_build_type_index(pack_idx_entry, uint32_t):1262-1342","pack-bitmap.h:bitmap_writer_build_type_index(packing_data, pack_idx_entry, uint32_t):1262-1388"
FFmpeg,161e006cc02e991606ac1ef246afdbc1c3293867,EXTRACT,libavfilter/vf_mix.c:process_frame(FFFrameSync):2923-4745,"libavfilter/vf_mix.c:mix_frames(MixContext, AVFrame, AVFrame):3078-4382"
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/statistical.h:sum_and_count(double, size_t, size_t):992-1063","src/statistical.h:sum_and_count(LONG_DOUBLE, size_t, size_t):992-1063"
darknet,655f636a42d6e1d4518b712cfac6d973424de693,MOVE_FUNCTION,src/activations.c:sigmoid_gradient(float):1191-1239,src/activations.h:sigmoid_gradient(float):973-1035
tmux,36882ec789f29882ab7241e5d4c0572799163437,CHANGE_SIGNATURE,"cmd-find.c:cmd_find_get_window(cmd_find_state, char):11748-12518","cmd-find.c:cmd_find_get_window(cmd_find_state, char, int):11758-12547"
darknet,aebe937710ced03d03f73ab23f410f29685655c1,CHANGE_SIGNATURE,"src/data.c:load_data_study(char, int, int, char, int, int, int, int):20180-20576","src/data.c:load_data_study(char, int, int, char, int, int, int, int, float, float, float):20609-21081"
tmux,17cf1b21c6c30a2d7b8cf7d9a29f495a9b01c475,CHANGE_SIGNATURE,"tmux.h:cmd_find_from_winlink(cmd_find_state, winlink):40203-40274","tmux.h:cmd_find_from_winlink(cmd_find_state, winlink, int):40208-40284"
jq,c3cbbdd8a201aafdc379aa5cd4bc9608541af468,EXTRACT,"src/builtin.c:f_string_implode(jq_state, jv):34893-35112","src/builtin.c:ret_error(jv, jv):1892-1989"
toxcore,fdaad0b7c008b65646ca5cbd62ac0d305617ecfe,EXTRACT,"toxav/av_test.c:main(int, char):9336-23527",toxav/av_test.c:open_audio_device(char):8618-9414
FFmpeg,5a71bce3713ce0b074b1ad33f2c5e9c6bcddde2c,CHANGE_SIGNATURE,"libavfilter/vf_nlmeans.c:compute_ssd_integral_image(uint32_t, ptrdiff_t, uint8_t, ptrdiff_t, int, int, int, int, int):10493-13848","libavfilter/vf_nlmeans.c:compute_ssd_integral_image(NLMeansDSPContext, uint32_t, ptrdiff_t, uint8_t, ptrdiff_t, int, int, int, int, int):10498-13934"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/avgpool_layer.h:backward_avgpool_layer(avgpool_layer, network_state):401-467","src/avgpool_layer.h:backward_avgpool_layer(avgpool_layer, network):393-451"
nuklear,2dab85fde1013dc378dfa7a8cb76c6e4216c83d1,CHANGE_SIGNATURE,"example/canvas.c:canvas_begin(nk_context, int, int, int, int, nk_command_buffer):12033-12641","example/canvas.c:canvas_begin(nk_context, nk_canvas, int, int, int, int):12190-12889"
linux,9ec672bd17131fe26c966960a573a76fdb1da323,CHANGE_SIGNATURE,fs/cifs/cifsproto.h:smbCalcSize(void):5426-5448,"fs/cifs/cifsproto.h:smbCalcSize(void, TCP_Server_Info):5426-5480"
FFmpeg,aba39cc1f18faf68cf287032516c8ee4efb709b4,CHANGE_SIGNATURE,"libavfilter/vf_convolution.c:filter_3x3(uint8_t, uint8_t, int, float, float, int, uint8_t, int, int):14076-14815","libavfilter/vf_convolution.c:filter_3x3(uint8_t, int, float, float, int, uint8_t, int, int, int, int):15200-15967"
toxcore,91274495bc1e24bbab039e0e468be14fa34caf23,RENAME_FUNCTION,"toxcore/tox.c:tox_send_message(Tox, uint32_t, uint8_t, size_t, TOX_ERR_SEND_MESSAGE):19743-20285","toxcore/tox.c:tox_friend_send_message(Tox, uint32_t, uint8_t, size_t, TOX_ERR_FRIEND_SEND_MESSAGE):19809-20379"
darknet,d9f1b0b16edeb59281355a855e18a8be343fc33c,CHANGE_SIGNATURE,"src/maxpool_layer.c:make_maxpool_layer(int, int, int, int, int):450-982","src/maxpool_layer.c:make_maxpool_layer(int, int, int, int, int, int):450-1030"
git,6390fe20eba4afb1d70e05714c62be7908ad592a,CHANGE_SIGNATURE,"builtin/pack-redundant.c:llist_sorted_remove(llist, char, llist_item):3471-4222","builtin/pack-redundant.c:llist_sorted_remove(llist, object_id, llist_item):3466-4216"
darknet,0f645836f193e75c4c3b718369e6fab15b5d19c5,CHANGE_SIGNATURE,"src/data.c:load_data_detection_jitter_random(int, char, int, int, int, int, int, float):3969-4624","src/data.c:load_data_detection_jitter_random(int, char, int, int, int, int, int, int):4000-4697"
php-src,6d3e1bd124f0c547abaa666f4c8abb36201e570d,RENAME_FUNCTION,Zend/zend_vm_execute.h:zend_init_opcodes_handlers(void):2087046-2230980,Zend/zend_vm_execute.h:zend_vm_init(void):2087158-2231097
toxcore,fdaad0b7c008b65646ca5cbd62ac0d305617ecfe,RENAME_FUNCTION,"toxav/codec.c:cs_enable_audio_sending(CSSession, uint32_t):17081-17957","toxav/codec.c:create_audio_encoder(int32_t, int32_t, int32_t):5203-6095"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/deconvolutional_layer.h:make_deconvolutional_layer(int, int, int, int, int, int, int, ACTIVATION, int):527-658","src/deconvolutional_layer.h:make_deconvolutional_layer(int, int, int, int, int, int, int, int, ACTIVATION, int, int):511-665"
darknet,354b0cbdcb48a66de1af3aca9fc2f5687e46ee42,MOVE_FUNCTION,"src/mini_blas.c:test_gpu_accuracy(int, int, int, int, int):5220-6135","src/gpu_gemm.c:test_gpu_accuracy(int, int, int, int, int):3543-4458"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,"src/image.h:threshold_image(image, float):2940-2979","include/darknet.h:threshold_image(image, float):12927-12966"
darknet,6b38dcdce07b0c082334e7d9e10fe26bc440a347,CHANGE_SIGNATURE,"src/data.h:load_data_study(char, int, int, char, int, int, int, int, float, float, float, float):2120-2271","src/data.h:load_data_study(char, int, int, char, int, int, int, int, float, float, float, float, float):2166-2331"
FFmpeg,6d7c63588c81ba61b75701702b8680bd0063f36c,CHANGE_SIGNATURE,"libavfilter/vf_overlay.c:FRAMESYNC_DEFINE_CLASS(null, OverlayContext, null):38695-38746","libavfilter/vf_overlay.c:FRAMESYNC_DEFINE_CLASS(null, null, null):37779-37830"
toxcore,edbfca5474b59b865e383e0dae934ba293d9dc7d,CHANGE_SIGNATURE,"toxav/bwcontroler.h:bwc_feed_avg(BWControler, uint32_t):1094-1140","toxav/bwcontroller.h:bwc_feed_avg(BWController, uint32_t):1100-1147"
toxcore,edbfca5474b59b865e383e0dae934ba293d9dc7d,CHANGE_SIGNATURE,"toxav/bwcontroler.c:bwc_add_lost(BWControler, uint32_t):2817-3265","toxav/bwcontroller.c:bwc_add_lost(BWController, uint32_t):2828-3277"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/network.h:make_network(int, int):946-976",src/network.h:make_network(int):984-1003
linux,c16734ea98f5549fed9a1af47e943a45855274e0,EXTRACT,drivers/nvme/target/core.c:nvmet_ns_disable(nvmet_ns):8262-9328,"drivers/nvme/target/core.c:nvmet_ns_changed(nvmet_subsys, u32):4612-4938"
darknet,8215a8864d4ad07e058acafd75b2c6ff6600b9e8,CHANGE_SIGNATURE,"src/rnn_layer.c:make_rnn_layer(int, int, int, int, int, ACTIVATION, int, int, int):498-2146","src/rnn_layer.c:make_rnn_layer(int, int, int, int, ACTIVATION, int, int):498-2703"
ijkplayer,973533a9164a47a9e32b6aabbb02125571732159,CHANGE_SIGNATURE,"ijkmedia/ijkplayer/ijkavformat/ijkiocache.c:wrapped_url_read(void, void, int):11164-11492","ijkmedia/ijkplayer/ijkavformat/ijkiocache.c:wrapped_url_read(IjkURLContext, void, int):11204-11505"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/softmax_layer.c:forward_softmax_layer(softmax_layer, network_state):932-1493","src/softmax_layer.c:forward_softmax_layer(softmax_layer, network):932-1481"
redis,f80dfbf464e2a2de00cb8de5ed064f302a7a7c82,CHANGE_SIGNATURE,"src/blocked.c:blockForKeys(client, robj, int, mstime_t, robj):13421-14420","src/blocked.c:blockForKeys(client, int, robj, int, mstime_t, robj, streamID):13976-15329"
tmux,1f7ca973c5ddae22db18b1d3dbb9e5c7cb0f3a6a,EXTRACT,"cmd-find.c:cmd_find_client(cmdq_item, char, int):29517-30876","cmd-find.c:cmd_find_current_client(cmdq_item, int):29702-30438"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/jemalloc.c:ixallocx_prof_sample(void, size_t, size_t, size_t, size_t, bool, prof_tctx_t):54423-54716","deps/jemalloc/src/jemalloc.c:ixallocx_prof_sample(tsdn_t, void, size_t, size_t, size_t, size_t, bool, prof_tctx_t):72065-72384"
darknet,0d6bb5d44d8e815ebf6ccce1dae2f83178780e7b,CHANGE_SIGNATURE,src/data.c:get_all_data(char):1017-1193,"src/data.c:get_all_data(char, char, int):1192-1401"
php-src,2e5ac355b9b578e5d1e460f2b2f4205f8a7c87b3,CHANGE_SIGNATURE,"ext/phar/util.c:phar_call_openssl_signverify(int, php_stream, zend_off_t, char, int, char, int):1711-1846","ext/phar/util.c:phar_call_openssl_signverify(int, php_stream, zend_off_t, char, size_t, char, size_t):1711-1852"
obs-studio,6475a1c0008c75f079ee550bd2cc8192ceac9fcb,CHANGE_SIGNATURE,plugins/win-capture/load-graphics-offsets.c:load_cached_graphics_offsets(bool):5175-5519,"plugins/win-capture/load-graphics-offsets.c:load_cached_graphics_offsets(bool, char):5241-5663"
FFmpeg,f7221d8e670ec05471a16cc4cc1cc8e0040b5b5f,INLINE,"libavformat/mov.c:cenc_filter(MOVContext, MOVStreamContext, int64_t, uint8_t, int):206327-208871","libavformat/mov.c:mov_read_packet(AVFormatContext, AVPacket):254497-259244"
darknet,a79299d317bd47180ea5015e936182766e51b500,CHANGE_SIGNATURE,"src/detection.c:draw_detection(image, float, int, int, char):335-1695","src/detection.c:draw_detection(image, float, int, char):335-1679"
