"Commit","RefactoringType","Before","After","BeforeLOC","AfterLOC"
"d6907457723a8f9a6eb5a9789424c34286d99528","EXTRACT","{function_declaration TestRunPeerDiscoveryCacheSync(t *testing.T) at staging/src/k8s.io/apiserver/pkg/util/peerproxy/peer_discovery_test.go:46}","{function_declaration makePeerDiscoveryCacheEntry(group, version, resource string) at staging/src/k8s.io/apiserver/pkg/util/peerproxy/peer_discovery_test.go:337}","228","22"
"d6907457723a8f9a6eb5a9789424c34286d99528","CHANGE_SIGNATURE","{method_declaration fetchNewDiscoveryFor(ctx context.Context, serverID string, holderIdentity string) at staging/src/k8s.io/apiserver/pkg/util/peerproxy/peer_discovery.go:114}","{method_declaration fetchNewDiscoveryFor(ctx context.Context, serverID string) at staging/src/k8s.io/apiserver/pkg/util/peerproxy/peer_discovery.go:137}","36","54"
"d6907457723a8f9a6eb5a9789424c34286d99528","CHANGE_SIGNATURE","{function_declaration newHandlerChain(t *testing.T, informerFinishedSync bool, handler http.Handler,
	reconciler reconcilers.PeerEndpointLeaseReconciler,
	localCache map[schema.GroupVersionResource]bool, peerCache map[string]map[schema.GroupVersionResource]bool) at staging/src/k8s.io/apiserver/pkg/util/peerproxy/peerproxy_handler_test.go:255}","{function_declaration newHandlerChain(t *testing.T, informerFinishedSync bool, handler http.Handler,
	reconciler reconcilers.PeerEndpointLeaseReconciler,
	localCache map[schema.GroupVersionResource]bool, peerCache map[string]PeerDiscoveryCacheEntry) at staging/src/k8s.io/apiserver/pkg/util/peerproxy/peerproxy_handler_test.go:353}","18","18"
"d6907457723a8f9a6eb5a9789424c34286d99528","RENAME","{method_declaration handleErr(err error, key string) at staging/src/k8s.io/apiserver/pkg/util/peerproxy/peer_discovery.go:183}","{method_declaration handleSyncPeerDiscoveryCacheErr(err error, key string) at staging/src/k8s.io/apiserver/pkg/util/peerproxy/peer_discovery.go:225}","16","16"
"6a07342d37a762230209e362d383e1fbfc325b51"
"3b89deb6b3734c7ce1ea14c41c6e8bd568fbbcb4"
"3be9af427fafe7913dbd2cec87a37f3cf22b8c03","CHANGE_SIGNATURE","{function_declaration emulatedStorageVersion(binaryVersionOfResource schema.GroupVersion, example runtime.Object, effectiveVersion version.EffectiveVersion, scheme *runtime.Scheme) at staging/src/k8s.io/apiserver/pkg/server/storage/resource_encoding_config.go:125}","{function_declaration emulatedStorageVersion(binaryVersionOfResource schema.GroupVersion, example runtime.Object, effectiveVersion basecompatibility.EffectiveVersion, scheme *runtime.Scheme) at staging/src/k8s.io/apiserver/pkg/server/storage/resource_encoding_config.go:125}","81","81"
"e6574b416fdcafda33fcf480c486e847afd63ad1"
"e8176f6f9f46ef84043057cbfbd21d467d038626","CHANGE_SIGNATURE","{function_declaration emulatedStorageVersion(binaryVersionOfResource schema.GroupVersion, example runtime.Object, effectiveVersion basecompatibility.EffectiveVersion, scheme *runtime.Scheme) at staging/src/k8s.io/apiserver/pkg/server/storage/resource_encoding_config.go:129}","{function_declaration emulatedStorageVersion(binaryVersionOfResource schema.GroupVersion, example runtime.Object, effectiveVersion version.EffectiveVersion, scheme *runtime.Scheme) at staging/src/k8s.io/apiserver/pkg/server/storage/resource_encoding_config.go:125}","89","81"
"2d3e06392300aa5a1a3baccb892dbcf457387e5d"
"da9f1d8eed730dbcbba7bc7c6ab28448c8b45505"
"b07c8698b9fcc01793a001aee21cee765540f7fd"
"fbe8d4c63cf78fa0c7f32c62f8c806d80b7b8fe3"
"1c4cab9dda88bf4c944f966555d96aaba4c82cd7"
"789f06544de4b26c79287b9bf16605af14f94949"
"fc404b6a3d898d7778131004e34ae8fa63ab33c0","CHANGE_SIGNATURE","{method_declaration calculateDRAExtendedResourceAllocatableRequest(ctx context.Context, node *v1.Node, resource v1.ResourceName) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:179}","{method_declaration calculateDRAExtendedResourceAllocatableRequest(
	ctx context.Context,
	node *v1.Node,
	resource v1.ResourceName,
	draPreScoreState *draPreScoreState,
) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:306}","30","18"
"fc404b6a3d898d7778131004e34ae8fa63ab33c0","CHANGE_SIGNATURE","{method_declaration calculateDRAResourceTotals(ctx context.Context, node *v1.Node, deviceClass *resourceapi.DeviceClass) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:226}","{method_declaration calculateDRAResourceTotals(ctx context.Context, node *v1.Node, deviceClass *resourceapi.DeviceClass, allocatedState *structured.AllocatedState, resourceSlices []*resourceapi.ResourceSlice,
) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:342}","61","90"
"fc404b6a3d898d7778131004e34ae8fa63ab33c0","CHANGE_SIGNATURE","{method_declaration calculateResourceAllocatableRequest(ctx context.Context, nodeInfo fwk.NodeInfo, resource v1.ResourceName, podRequest int64) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:98}","{method_declaration calculateResourceAllocatableRequest(
	ctx context.Context,
	nodeInfo fwk.NodeInfo,
	resource v1.ResourceName,
	podRequest int64,
	draPreScoreState *draPreScoreState,
) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:186}","35","35"
"fc404b6a3d898d7778131004e34ae8fa63ab33c0","CHANGE_SIGNATURE","{method_declaration deviceMatchesClass(ctx context.Context, device resourceapi.Device, deviceClass *resourceapi.DeviceClass, driver string) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:292}","{method_declaration deviceMatchesClass(ctx context.Context, device resourceapi.Device, deviceClass *resourceapi.DeviceClass, driver string, poolName string) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:437}","33","54"
"fc404b6a3d898d7778131004e34ae8fa63ab33c0","CHANGE_SIGNATURE","{method_declaration score(
	ctx context.Context,
	pod *v1.Pod,
	nodeInfo fwk.NodeInfo,
	podRequests []int64) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:61}","{method_declaration score(
	ctx context.Context,
	pod *v1.Pod,
	nodeInfo fwk.NodeInfo,
	podRequests []int64,
	draPreScoreState *draPreScoreState,
) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:143}","32","32"
"f86a456ea3d05af7a32e9f439e0afa8d6fa54ba6"
"e986000e6a7e601a82067ebab5f3b5950c83ac14"
"54702182c2d600089de2834a9cb226787acf6faa"
"d25c5251f945d26e42400ed55ab204f3c290e248"
"bf7dbb129fbd9f2ab8baf0b96d6aa8329816af21"
"a9dcc8e2c94f768c1b2ddf4fd4e1e9057b086678"
"6b764d555f19732844fb2023a0fc1b21628cc1ec"
"da1981248e31927c3bee59be918e60b40622e5af"
"049cb8558e813b04b6933c52091520bd25445ada"
"4a067cc022e29ccea901ddcf9e911a0797e69743"
"c086bdeaa227564a1edcc8b05630d7c1336cd2df"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPreFilterPlugin(ctx context.Context, pl fwk.PreFilterPlugin, state fwk.CycleState, pod *v1.Pod, nodes []fwk.NodeInfo) at pkg/scheduler/framework/runtime/framework.go:800}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration InitContainerPort(sidecar bool, ports []v1.ContainerPort) at pkg/scheduler/testing/wrappers.go:528}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","11","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runBindPlugin(ctx context.Context, bp fwk.BindPlugin, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1419}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPreBindPlugins(ctx context.Context, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1280}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","35","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RemovePod(logger klog.Logger, pod *v1.Pod) at pkg/scheduler/framework/types.go:396}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","19","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration String() at pkg/scheduler/framework/types.go:331}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","8","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPreBindPlugin(ctx context.Context, pl fwk.PreBindPlugin, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1316}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPreFilterExtensionRemovePod(ctx context.Context, pl fwk.PreFilterPlugin, state fwk.CycleState, podToSchedule *v1.Pod, podInfoToRemove fwk.PodInfo, nodeInfo fwk.NodeInfo) at pkg/scheduler/framework/runtime/framework.go:894}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPermitPlugins(ctx context.Context, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1549}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","48","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration InitReq(resMap map[v1.ResourceName]string) at pkg/scheduler/testing/wrappers.go:819}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration GetName() at pkg/scheduler/framework/types.go:256}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPreFilterExtensionAddPod(ctx context.Context, pl fwk.PreFilterPlugin, state fwk.CycleState, podToSchedule *v1.Pod, podInfoToAdd fwk.PodInfo, nodeInfo fwk.NodeInfo) at pkg/scheduler/framework/runtime/framework.go:845}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runReservePluginReserve(ctx context.Context, pl fwk.ReservePlugin, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1497}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunScorePlugins(ctx context.Context, state fwk.CycleState, pod *v1.Pod, nodes []fwk.NodeInfo) at pkg/scheduler/framework/runtime/framework.go:1148}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","108","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration SidecarReq(resMap map[v1.ResourceName]string) at pkg/scheduler/testing/wrappers.go:830}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration Device(name string, otherFields ...any) at pkg/scheduler/testing/wrappers.go:1335}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","17","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPreScorePlugins(
	ctx context.Context,
	state fwk.CycleState,
	pod *v1.Pod,
	nodes []fwk.NodeInfo,
) at pkg/scheduler/framework/runtime/framework.go:1104}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","29","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration SchedulingGates(gates []string) at pkg/scheduler/testing/wrappers.go:564}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","6","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RequestWithPrioritizedListFromDeviceClasses(deviceClassNames ...string) at pkg/scheduler/testing/wrappers.go:1211}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","19","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration Devices(names ...string) at pkg/scheduler/testing/wrappers.go:1326}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","6","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration ContainerPort(ports []v1.ContainerPort) at pkg/scheduler/testing/wrappers.go:521}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","4","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration expandMultiPointPlugins(logger klog.Logger, profile *config.KubeSchedulerProfile) at pkg/scheduler/framework/runtime/framework.go:550}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","86","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPostFilterPlugin(ctx context.Context, pl fwk.PostFilterPlugin, state fwk.CycleState, pod *v1.Pod, filteredNodeStatusMap fwk.NodeToStatusReader) at pkg/scheduler/framework/runtime/framework.go:1000}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration PVC(name string) at pkg/scheduler/testing/wrappers.go:541}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runFilterPlugin(ctx context.Context, pl fwk.FilterPlugin, state fwk.CycleState, pod *v1.Pod, nodeInfo fwk.NodeInfo) at pkg/scheduler/framework/runtime/framework.go:943}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration ReservedForPod(podName string, podUID types.UID) at pkg/scheduler/testing/wrappers.go:1298}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","3","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunReservePluginsUnreserve(ctx context.Context, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1509}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","23","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration HostPort(port int32) at pkg/scheduler/testing/wrappers.go:514}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","4","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPreFilterPlugins(ctx context.Context, state fwk.CycleState, pod *v1.Pod) at pkg/scheduler/framework/runtime/framework.go:737}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","62","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPreFilterExtensionAddPod(
	ctx context.Context,
	state fwk.CycleState,
	podToSchedule *v1.Pod,
	podInfoToAdd fwk.PodInfo,
	nodeInfo fwk.NodeInfo,
) at pkg/scheduler/framework/runtime/framework.go:819}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","25","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration ListPlugins() at pkg/scheduler/framework/runtime/framework.go:1687}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","22","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration setInstrumentedPlugins() at pkg/scheduler/framework/runtime/framework.go:429}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","29","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runReservePluginUnreserve(ctx context.Context, pl fwk.ReservePlugin, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1533}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPostFilterPlugins(ctx context.Context, state fwk.CycleState, pod *v1.Pod, filteredNodeStatusMap fwk.NodeToStatusReader) at pkg/scheduler/framework/runtime/framework.go:955}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","44","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RequestWithName(name, deviceClassName string) at pkg/scheduler/testing/wrappers.go:1180}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","13","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration Container(s string) at pkg/scheduler/testing/wrappers.go:365}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","5","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPreBindPreFlight(ctx context.Context, pl fwk.PreBindPlugin, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1370}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration Res(resMap map[v1.ResourceName]string) at pkg/scheduler/testing/wrappers.go:786}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPermitPlugin(ctx context.Context, pl fwk.PermitPlugin, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1598}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPreScorePlugin(ctx context.Context, pl fwk.PreScorePlugin, state fwk.CycleState, pod *v1.Pod, nodes []fwk.NodeInfo) at pkg/scheduler/framework/runtime/framework.go:1134}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPreFilterExtensionRemovePod(
	ctx context.Context,
	state fwk.CycleState,
	podToSchedule *v1.Pod,
	podInfoToRemove fwk.PodInfo,
	nodeInfo fwk.NodeInfo,
) at pkg/scheduler/framework/runtime/framework.go:864}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","29","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration pluginsNeeded(plugins *config.Plugins) at pkg/scheduler/framework/runtime/framework.go:1740}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","21","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunReservePluginsReserve(ctx context.Context, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1465}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","31","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runScoreExtension(ctx context.Context, pl fwk.ScorePlugin, state fwk.CycleState, pod *v1.Pod, nodeScoreList fwk.NodeScoreList) at pkg/scheduler/framework/runtime/framework.go:1267}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RequestWithNameCount(name, deviceClassName string, count int64) at pkg/scheduler/testing/wrappers.go:1195}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","13","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration Name(n string) at pkg/scheduler/testing/wrappers.go:170}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","4","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunBindPlugins(ctx context.Context, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1381}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","37","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration Req(reqMap map[v1.ResourceName]string) at pkg/scheduler/testing/wrappers.go:797}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPostBindPlugins(ctx context.Context, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1430}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","19","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration syncPodWithDispatcher(pod *v1.Pod) at pkg/scheduler/eventhandlers.go:221}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","13","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunPreBindPreFlights(ctx context.Context, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1331}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","38","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runPostBindPlugin(ctx context.Context, pl fwk.PostBindPlugin, state fwk.CycleState, pod *v1.Pod, nodeName string) at pkg/scheduler/framework/runtime/framework.go:1450}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration Request(deviceClassName string) at pkg/scheduler/testing/wrappers.go:1164}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","14","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration runScorePlugin(ctx context.Context, pl fwk.ScorePlugin, state fwk.CycleState, pod *v1.Pod, nodeInfo fwk.NodeInfo) at pkg/scheduler/framework/runtime/framework.go:1257}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration Lim(limMap map[v1.ResourceName]string) at pkg/scheduler/testing/wrappers.go:808}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration fillEnqueueExtensions(p fwk.Plugin) at pkg/scheduler/framework/runtime/framework.go:647}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","17","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration RunFilterPlugins(
	ctx context.Context,
	state fwk.CycleState,
	pod *v1.Pod,
	nodeInfo fwk.NodeInfo,
) at pkg/scheduler/framework/runtime/framework.go:913}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","29","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration OwnerReference(name, uid string, gvk schema.GroupVersionKind) at pkg/scheduler/testing/wrappers.go:1144}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","12","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration OwnerReference(name string, gvk schema.GroupVersionKind) at pkg/scheduler/testing/wrappers.go:352}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","11","3"
"8d67173de0d24ba1144e928035fd4edad538995b","EXTRACT_MOVE","{method_declaration NamedRequestWithPrioritizedList(name string, subRequests ...resourceapi.DeviceSubRequest) at pkg/scheduler/testing/wrappers.go:1235}","{method_declaration Name() at pkg/scheduler/framework/plugins/gangscheduling/gangscheduling.go:63}","9","3"
"5d1f9107ef87292e0c18dd3a1820a209882c642d"
"a3093a95f261c16ff31e649b0580b21f1487f991"
"54b6ab674791f63af95c20c94268ef2d1b1dfb9a"
"02acdd605744afc9b93aa088a5814c1d40b036fb"
"078f462a955bb06cbf8de3e0d6fe2e190cf14e49"
"963927467697fe4defb99b5430fd3f743d989e5b"
"9677ac4c0be0a8d0600eabc4798b5de3c4076659"
"b6006528e1eeea6bdf6219d83168e7d770ed947a"
"dfaed0586f22463b94f76c7e2340b115bf29f034"
"6da8d6e94d48e44df843e9633ecfb515cdadbf1e"
"edbc32fa602c367d92a49fcbd9e904c0e04533db","RENAME","{function_declaration allocatorFeatures(fts feature.Features) at pkg/scheduler/framework/plugins/dynamicresources/dynamicresources.go:683}","{function_declaration AllocatorFeatures(fts feature.Features) at pkg/scheduler/framework/plugins/dynamicresources/dynamicresources.go:683}","10","10"
"edbc32fa602c367d92a49fcbd9e904c0e04533db","RENAME","{function_declaration nodeMatches(node *v1.Node, nodeNameToMatch string, allNodesMatch bool, nodeSelector *v1.NodeSelector) at staging/src/k8s.io/dynamic-resource-allocation/structured/internal/experimental/pools_experimental.go:31}","{function_declaration NodeMatches(node *v1.Node, nodeNameToMatch string, allNodesMatch bool, nodeSelector *v1.NodeSelector) at staging/src/k8s.io/dynamic-resource-allocation/structured/internal/experimental/pools_experimental.go:31}","16","16"
"edbc32fa602c367d92a49fcbd9e904c0e04533db","CHANGE_SIGNATURE","{method_declaration calculateResourceAllocatableRequest(logger klog.Logger, nodeInfo fwk.NodeInfo, resource v1.ResourceName, podRequest int64) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:89}","{method_declaration calculateResourceAllocatableRequest(ctx context.Context, nodeInfo fwk.NodeInfo, resource v1.ResourceName, podRequest int64) at pkg/scheduler/framework/plugins/noderesources/resource_allocation.go:98}","26","35"
