repository,commit,type,before,after
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File BeforeInputEventPlugin-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/BeforeInputEventPlugin-test.js:1}","{File BeforeInputEventPlugin-test.js at packages/react-dom/src/client/eventPlugins/__tests__/BeforeInputEventPlugin-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SyntheticMouseEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticMouseEvent.js:1}","{File SyntheticMouseEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticMouseEvent.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SelectEventPlugin-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/SelectEventPlugin-test.js:1}","{File SelectEventPlugin-test.js at packages/react-dom/src/client/eventPlugins/__tests__/SelectEventPlugin-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File setInnerHTML.js at packages/react-dom/src/shared/setInnerHTML.js:1}","{File setInnerHTML.js at packages/react-dom/src/client/utils/setInnerHTML.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactMountDestruction-test.js at packages/react-dom/src/shared/__tests__/ReactMountDestruction-test.js:1}","{File ReactMountDestruction-test.js at packages/react-dom/src/__tests__/ReactMountDestruction-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File isEventSupported.js at packages/react-dom/src/shared/utils/isEventSupported.js:1}","{File isEventSupported.js at packages/react-dom/src/client/utils/isEventSupported.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactServerRenderingBrowser-test.js at packages/react-dom/src/shared/__tests__/ReactServerRenderingBrowser-test.js:1}","{File ReactServerRenderingBrowser-test.js at packages/react-dom/src/__tests__/ReactServerRenderingBrowser-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMInput-test.js at packages/react-dom/src/shared/wrappers/__tests__/ReactDOMInput-test.js:1}","{File ReactDOMInput-test.js at packages/react-dom/src/__tests__/ReactDOMInput-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","RENAME","{File ReactARTFiberEntry.js at packages/react-art/src/ReactARTFiberEntry.js:1}","{File ReactART.js at packages/react-art/src/ReactART.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File setTextContent.js at packages/react-dom/src/shared/setTextContent.js:1}","{File setTextContent.js at packages/react-dom/src/client/utils/setTextContent.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMTextarea-test.js at packages/react-dom/src/shared/wrappers/__tests__/ReactDOMTextarea-test.js:1}","{File ReactDOMTextarea-test.js at packages/react-dom/src/__tests__/ReactDOMTextarea-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File getEventModifierState.js at packages/react-dom/src/shared/utils/getEventModifierState.js:1}","{File getEventModifierState.js at packages/react-dom/src/client/utils/getEventModifierState.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File quoteAttributeValueForBrowser-test.js at packages/react-dom/src/shared/__tests__/quoteAttributeValueForBrowser-test.js:1}","{File quoteAttributeValueForBrowser-test.js at packages/react-dom/src/__tests__/quoteAttributeValueForBrowser-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactBrowserEventEmitter.js at packages/react-dom/src/shared/ReactBrowserEventEmitter.js:1}","{File ReactBrowserEventEmitter.js at packages/react-dom/src/client/ReactBrowserEventEmitter.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactInputSelection.js at packages/react-dom/src/shared/ReactInputSelection.js:1}","{File ReactInputSelection.js at packages/react-dom/src/client/ReactInputSelection.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SyntheticCompositionEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticCompositionEvent.js:1}","{File SyntheticCompositionEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticCompositionEvent.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMSelection.js at packages/react-dom/src/shared/ReactDOMSelection.js:1}","{File ReactDOMSelection.js at packages/react-dom/src/client/ReactDOMSelection.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File DOMMarkupOperations.js at packages/react-dom/src/shared/DOMMarkupOperations.js:1}","{File DOMMarkupOperations.js at packages/react-dom/src/server/DOMMarkupOperations.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMComponentTree.js at packages/react-dom/src/shared/ReactDOMComponentTree.js:1}","{File ReactDOMComponentTree.js at packages/react-dom/src/client/ReactDOMComponentTree.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMTextComponent-test.js at packages/react-dom/src/shared/__tests__/ReactDOMTextComponent-test.js:1}","{File ReactDOMTextComponent-test.js at packages/react-dom/src/__tests__/ReactDOMTextComponent-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","RENAME","{File ReactNativeCSFiberEntry.js at packages/react-cs-renderer/src/ReactNativeCSFiberEntry.js:1}","{File ReactNativeCS.js at packages/react-cs-renderer/src/ReactNativeCS.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SyntheticWheelEvent-test.js at packages/react-dom/src/shared/syntheticEvents/__tests__/SyntheticWheelEvent-test.js:1}","{File SyntheticWheelEvent-test.js at packages/react-dom/src/client/syntheticEvents/__tests__/SyntheticWheelEvent-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMFiberSelect.js at packages/react-dom/src/wrappers/ReactDOMFiberSelect.js:1}","{File ReactDOMFiberSelect.js at packages/react-dom/src/client/ReactDOMFiberSelect.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","RENAME","{File ReactNoopEntry.js at packages/react-noop-renderer/src/ReactNoopEntry.js:1}","{File ReactNoop.js at packages/react-noop-renderer/src/ReactNoop.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMInvalidARIAHook-test.js at packages/react-dom/src/shared/__tests__/ReactDOMInvalidARIAHook-test.js:1}","{File ReactDOMInvalidARIAHook-test.js at packages/react-dom/src/__tests__/ReactDOMInvalidARIAHook-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SyntheticKeyboardEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticKeyboardEvent.js:1}","{File SyntheticKeyboardEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticKeyboardEvent.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File createMicrosoftUnsafeLocalFunction.js at packages/react-dom/src/shared/createMicrosoftUnsafeLocalFunction.js:1}","{File createMicrosoftUnsafeLocalFunction.js at packages/react-dom/src/shared/utils/createMicrosoftUnsafeLocalFunction.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMFiberInput.js at packages/react-dom/src/wrappers/ReactDOMFiberInput.js:1}","{File ReactDOMFiberInput.js at packages/react-dom/src/client/ReactDOMFiberInput.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SyntheticKeyboardEvent-test.js at packages/react-dom/src/shared/syntheticEvents/__tests__/SyntheticKeyboardEvent-test.js:1}","{File SyntheticKeyboardEvent-test.js at packages/react-dom/src/client/syntheticEvents/__tests__/SyntheticKeyboardEvent-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File getEventCharCode-test.js at packages/react-dom/src/shared/utils/__tests__/getEventCharCode-test.js:1}","{File getEventCharCode-test.js at packages/react-dom/src/client/utils/__tests__/getEventCharCode-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File quoteAttributeValueForBrowser.js at packages/react-dom/src/shared/quoteAttributeValueForBrowser.js:1}","{File quoteAttributeValueForBrowser.js at packages/react-dom/src/shared/utils/quoteAttributeValueForBrowser.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMFiberOption.js at packages/react-dom/src/wrappers/ReactDOMFiberOption.js:1}","{File ReactDOMFiberOption.js at packages/react-dom/src/client/ReactDOMFiberOption.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMClientInjection.js at packages/react-dom/src/shared/ReactDOMClientInjection.js:1}","{File ReactDOMClientInjection.js at packages/react-dom/src/client/ReactDOMClientInjection.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SelectEventPlugin.js at packages/react-dom/src/shared/eventPlugins/SelectEventPlugin.js:1}","{File SelectEventPlugin.js at packages/react-dom/src/client/eventPlugins/SelectEventPlugin.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SyntheticTransitionEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticTransitionEvent.js:1}","{File SyntheticTransitionEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticTransitionEvent.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMStringRenderer.js at packages/react-dom/src/ReactDOMStringRenderer.js:1}","{File ReactDOMStringRenderer.js at packages/react-dom/src/server/ReactDOMStringRenderer.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SyntheticEvent-test.js at packages/react-dom/src/shared/syntheticEvents/__tests__/SyntheticEvent-test.js:1}","{File SyntheticEvent-test.js at packages/react-dom/src/client/syntheticEvents/__tests__/SyntheticEvent-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File getNodeForCharacterOffset-test.js at packages/react-dom/src/shared/utils/__tests__/getNodeForCharacterOffset-test.js:1}","{File getNodeForCharacterOffset-test.js at packages/react-dom/src/client/utils/__tests__/getNodeForCharacterOffset-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ChangeEventPlugin-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/ChangeEventPlugin-test.js:1}","{File ChangeEventPlugin-test.js at packages/react-dom/src/client/eventPlugins/__tests__/ChangeEventPlugin-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File EnterLeaveEventPlugin.js at packages/react-dom/src/shared/eventPlugins/EnterLeaveEventPlugin.js:1}","{File EnterLeaveEventPlugin.js at packages/react-dom/src/client/eventPlugins/EnterLeaveEventPlugin.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File validateDOMNesting.js at packages/react-dom/src/shared/validateDOMNesting.js:1}","{File validateDOMNesting.js at packages/react-dom/src/client/utils/validateDOMNesting.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File DOMPropertyOperations.js at packages/react-dom/src/shared/DOMPropertyOperations.js:1}","{File DOMPropertyOperations.js at packages/react-dom/src/client/DOMPropertyOperations.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File getEventKey.js at packages/react-dom/src/shared/utils/getEventKey.js:1}","{File getEventKey.js at packages/react-dom/src/client/utils/getEventKey.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File SimpleEventPlugin.js at packages/react-dom/src/shared/eventPlugins/SimpleEventPlugin.js:1}","{File SimpleEventPlugin.js at packages/react-dom/src/client/eventPlugins/SimpleEventPlugin.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File FallbackCompositionState-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/FallbackCompositionState-test.js:1}","{File FallbackCompositionState-test.js at packages/react-dom/src/client/eventPlugins/__tests__/FallbackCompositionState-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactRenderDocument-test.js at packages/react-dom/src/shared/__tests__/ReactRenderDocument-test.js:1}","{File ReactRenderDocument-test.js at packages/react-dom/src/__tests__/ReactRenderDocument-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMServerIntegration-test.js at packages/react-dom/src/shared/__tests__/ReactDOMServerIntegration-test.js:1}","{File ReactDOMServerIntegration-test.js at packages/react-dom/src/__tests__/ReactDOMServerIntegration-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","RENAME","{File ReactNativeFiberEntry.js at packages/react-native-renderer/src/ReactNativeFiberEntry.js:1}","{File ReactNativeRenderer.js at packages/react-native-renderer/src/ReactNativeRenderer.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File validateDOMNesting-test.js at packages/react-dom/src/shared/__tests__/validateDOMNesting-test.js:1}","{File validateDOMNesting-test.js at packages/react-dom/src/__tests__/validateDOMNesting-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File renderSubtreeIntoContainer-test.js at packages/react-dom/src/shared/__tests__/renderSubtreeIntoContainer-test.js:1}","{File renderSubtreeIntoContainer-test.js at packages/react-dom/src/__tests__/renderSubtreeIntoContainer-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactEventIndependence-test.js at packages/react-dom/src/shared/__tests__/ReactEventIndependence-test.js:1}","{File ReactEventIndependence-test.js at packages/react-dom/src/__tests__/ReactEventIndependence-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactBrowserEventEmitter-test.js at packages/react-dom/src/shared/__tests__/ReactBrowserEventEmitter-test.js:1}","{File ReactBrowserEventEmitter-test.js at packages/react-dom/src/__tests__/ReactBrowserEventEmitter-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File TapEventPlugin.js at packages/react-dom/src/shared/eventPlugins/TapEventPlugin.js:1}","{File TapEventPlugin.js at packages/react-dom/src/client/eventPlugins/TapEventPlugin.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","RENAME","{File ReactNativeRTFiberEntry.js at packages/react-rt-renderer/src/ReactNativeRTFiberEntry.js:1}","{File ReactNativeRT.js at packages/react-rt-renderer/src/ReactNativeRT.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMSelect-test.js at packages/react-dom/src/shared/wrappers/__tests__/ReactDOMSelect-test.js:1}","{File ReactDOMSelect-test.js at packages/react-dom/src/__tests__/ReactDOMSelect-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMEventListener-test.js at packages/react-dom/src/shared/__tests__/ReactDOMEventListener-test.js:1}","{File ReactDOMEventListener-test.js at packages/react-dom/src/__tests__/ReactDOMEventListener-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File getEventTarget.js at packages/react-dom/src/shared/utils/getEventTarget.js:1}","{File getEventTarget.js at packages/react-dom/src/client/utils/getEventTarget.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactMount-test.js at packages/react-dom/src/shared/__tests__/ReactMount-test.js:1}","{File ReactMount-test.js at packages/react-dom/src/__tests__/ReactMount-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMSelection-test.js at packages/react-dom/src/shared/__tests__/ReactDOMSelection-test.js:1}","{File ReactDOMSelection-test.js at packages/react-dom/src/__tests__/ReactDOMSelection-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File BeforeInputEventPlugin.js at packages/react-dom/src/shared/eventPlugins/BeforeInputEventPlugin.js:1}","{File BeforeInputEventPlugin.js at packages/react-dom/src/client/eventPlugins/BeforeInputEventPlugin.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File getNodeForCharacterOffset.js at packages/react-dom/src/shared/utils/getNodeForCharacterOffset.js:1}","{File getNodeForCharacterOffset.js at packages/react-dom/src/client/utils/getNodeForCharacterOffset.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE_RENAME","{File ReactDOMServerBrowserEntry.js at packages/react-dom/src/ReactDOMServerBrowserEntry.js:1}","{File ReactDOMServerBrowser.js at packages/react-dom/src/server/ReactDOMServerBrowser.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMAttribute-test.js at packages/react-dom/src/shared/__tests__/ReactDOMAttribute-test.js:1}","{File ReactDOMAttribute-test.js at packages/react-dom/src/__tests__/ReactDOMAttribute-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File CSSPropertyOperations-test.js at packages/react-dom/src/shared/__tests__/CSSPropertyOperations-test.js:1}","{File CSSPropertyOperations-test.js at packages/react-dom/src/__tests__/CSSPropertyOperations-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File setInnerHTML-test.js at packages/react-dom/src/shared/utils/__tests__/setInnerHTML-test.js:1}","{File setInnerHTML-test.js at packages/react-dom/src/client/utils/__tests__/setInnerHTML-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","RENAME","{File ReactTestRendererFiberEntry.js at packages/react-test-renderer/src/ReactTestRendererFiberEntry.js:1}","{File ReactTestRenderer.js at packages/react-test-renderer/src/ReactTestRenderer.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE_RENAME","{File ReactDOMServerNodeEntry.js at packages/react-dom/src/ReactDOMServerNodeEntry.js:1}","{File ReactDOMServerNode.js at packages/react-dom/src/server/ReactDOMServerNode.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File inputValueTracking-test.js at packages/react-dom/src/shared/__tests__/inputValueTracking-test.js:1}","{File inputValueTracking-test.js at packages/react-dom/src/__tests__/inputValueTracking-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File getTextContentAccessor.js at packages/react-dom/src/shared/utils/getTextContentAccessor.js:1}","{File getTextContentAccessor.js at packages/react-dom/src/client/utils/getTextContentAccessor.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMFiberTextarea.js at packages/react-dom/src/wrappers/ReactDOMFiberTextarea.js:1}","{File ReactDOMFiberTextarea.js at packages/react-dom/src/client/ReactDOMFiberTextarea.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE_RENAME","{File ReactDOMUnstableNativeDependenciesEntry.js at packages/react-dom/src/ReactDOMUnstableNativeDependenciesEntry.js:1}","{File ReactDOMUnstableNativeDependencies.js at packages/react-dom/src/unstable-native-dependencies/ReactDOMUnstableNativeDependencies.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMSVG-test.js at packages/react-dom/src/shared/__tests__/ReactDOMSVG-test.js:1}","{File ReactDOMSVG-test.js at packages/react-dom/src/__tests__/ReactDOMSVG-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File escapeTextContentForBrowser.js at packages/react-dom/src/shared/escapeTextContentForBrowser.js:1}","{File escapeTextContentForBrowser.js at packages/react-dom/src/shared/utils/escapeTextContentForBrowser.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMFiberComponent.js at packages/react-dom/src/ReactDOMFiberComponent.js:1}","{File ReactDOMFiberComponent.js at packages/react-dom/src/client/ReactDOMFiberComponent.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ChangeEventPlugin.js at packages/react-dom/src/shared/eventPlugins/ChangeEventPlugin.js:1}","{File ChangeEventPlugin.js at packages/react-dom/src/client/eventPlugins/ChangeEventPlugin.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMRoot-test.js at packages/react-dom/src/shared/__tests__/ReactDOMRoot-test.js:1}","{File ReactDOMRoot-test.js at packages/react-dom/src/__tests__/ReactDOMRoot-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMComponentTree-test.js at packages/react-dom/src/shared/__tests__/ReactDOMComponentTree-test.js:1}","{File ReactDOMComponentTree-test.js at packages/react-dom/src/__tests__/ReactDOMComponentTree-test.js:1})"
"react","313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File ReactDOMEventListener.js at packages/react-dom/src/shared/ReactDOMEventListener.js:1}","{File ReactDOMEventListener.js at packages/react-dom/src/client/ReactDOMEventListener.js:1})"
"meteor","6b1bb038d820cbb4a6a066990da12e4c70d6e68d","MOVE","{File safe-pathwatcher.js at tools/safe-pathwatcher.js:1}","{File safe-pathwatcher.js at tools/fs/safe-pathwatcher.js:1})"
"meteor","6b1bb038d820cbb4a6a066990da12e4c70d6e68d","MOVE","{File files.js at tools/files.js:1}","{File files.js at tools/fs/files.js:1})"
"meteor","6b1bb038d820cbb4a6a066990da12e4c70d6e68d","MOVE","{File watch.js at tools/watch.js:1}","{File watch.js at tools/fs/watch.js:1})"
"meteor","8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File http-helpers.js at tools/http-helpers.js:1}","{File http-helpers.js at tools/utils/http-helpers.js:1})"
"meteor","8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File fiber-helpers.js at tools/fiber-helpers.js:1}","{File fiber-helpers.js at tools/utils/fiber-helpers.js:1})"
"meteor","8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File func-utils.js at tools/func-utils.js:1}","{File func-utils.js at tools/utils/func-utils.js:1})"
"meteor","8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File mongo-exit-codes.js at tools/mongo-exit-codes.js:1}","{File mongo-exit-codes.js at tools/utils/mongo-exit-codes.js:1})"
"meteor","8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File utils.js at tools/utils.js:1}","{File utils.js at tools/utils/utils.js:1})"
"meteor","8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File colon-converter.js at tools/colon-converter.js:1}","{File colon-converter.js at tools/utils/colon-converter.js:1})"
"meteor","8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File parse-stack.js at tools/parse-stack.js:1}","{File parse-stack.js at tools/utils/parse-stack.js:1})"
"meteor","8a8db83d298a932ed72157ee0162792d9f592cd9","MOVE","{File processes.js at tools/processes.js:1}","{File processes.js at tools/utils/processes.js:1})"
"redux","acc10fac4bd381cbf143f9488ac886ed1475b19a","MOVE","{File container.js at src/decorators/container.js:1}","{File container.js at src/addons/container.js:1})"
"redux","acc10fac4bd381cbf143f9488ac886ed1475b19a","MOVE","{File root.js at src/decorators/root.js:1}","{File root.js at src/addons/root.js:1})"
"meteor","39d8aef3d96c3f744e926f87ee05d67a8e2f58d5","MOVE","{File archinfo.js at tools/archinfo.js:1}","{File archinfo.js at tools/utils/archinfo.js:1})"
"meteor","39d8aef3d96c3f744e926f87ee05d67a8e2f58d5","MOVE","{File console.js at tools/console.js:1}","{File console.js at tools/console/console.js:1})"
"meteor","39d8aef3d96c3f744e926f87ee05d67a8e2f58d5","MOVE","{File progress.js at tools/progress.js:1}","{File progress.js at tools/console/progress.js:1})"
"meteor","39d8aef3d96c3f744e926f87ee05d67a8e2f58d5","MOVE","{File selftest.js at tools/selftest.js:1}","{File selftest.js at tools/tool-testing/selftest.js:1})"
"meteor","39d8aef3d96c3f744e926f87ee05d67a8e2f58d5","MOVE","{File test-utils.js at tools/test-utils.js:1}","{File test-utils.js at tools/tool-testing/test-utils.js:1})"
"meteor","39d8aef3d96c3f744e926f87ee05d67a8e2f58d5","MOVE","{File buildmessage.js at tools/buildmessage.js:1}","{File buildmessage.js at tools/utils/buildmessage.js:1})"
"meteor","39d8aef3d96c3f744e926f87ee05d67a8e2f58d5","MOVE","{File run-log.js at tools/run-log.js:1}","{File run-log.js at tools/runners/run-log.js:1})"
"react","6c885d28c51ea30af0d8a4031dedcea98ef4114c","MOVE","{File PanResponder.js at src/renderers/native/vendor/react/browser/eventPlugins/PanResponder.js:1}","{File PanResponder.js at src/renderers/shared/event/eventPlugins/PanResponder.js:1})"
"react","6c885d28c51ea30af0d8a4031dedcea98ef4114c","MOVE","{File NodeHandle.js at src/renderers/native/vendor/react/platform/NodeHandle.js:1}","{File NodeHandle.js at src/renderers/native/NodeHandle/NodeHandle.js:1})"
"react","6c885d28c51ea30af0d8a4031dedcea98ef4114c","MOVE","{File UniversalWorkerNodeHandle.js at src/renderers/native/vendor/react/platformImplementations/universal/worker/UniversalWorkerNodeHandle.js:1}","{File UniversalWorkerNodeHandle.js at src/renderers/native/NodeHandle/UniversalWorkerNodeHandle.js:1})"
"react","6c885d28c51ea30af0d8a4031dedcea98ef4114c","MOVE","{File TouchHistoryMath.js at src/renderers/native/vendor/react/browser/eventPlugins/TouchHistoryMath.js:1}","{File TouchHistoryMath.js at src/renderers/shared/event/eventPlugins/TouchHistoryMath.js:1})"
"meteor","f49de5b9ac20ffed0144ad2bbbc249faa2c1fe91","MOVE","{File deploy.js at tools/deploy.js:1}","{File deploy.js at tools/meteor-services/deploy.js:1})"
"meteor","f49de5b9ac20ffed0144ad2bbbc249faa2c1fe91","MOVE","{File auth.js at tools/auth.js:1}","{File auth.js at tools/meteor-services/auth.js:1})"
"meteor","f49de5b9ac20ffed0144ad2bbbc249faa2c1fe91","MOVE","{File config.js at tools/config.js:1}","{File config.js at tools/meteor-services/config.js:1})"
"meteor","f49de5b9ac20ffed0144ad2bbbc249faa2c1fe91","MOVE","{File auth-client.js at tools/auth-client.js:1}","{File auth-client.js at tools/meteor-services/auth-client.js:1})"
"meteor","f49de5b9ac20ffed0144ad2bbbc249faa2c1fe91","MOVE","{File stats.js at tools/stats.js:1}","{File stats.js at tools/meteor-services/stats.js:1})"
"meteor","f49de5b9ac20ffed0144ad2bbbc249faa2c1fe91","MOVE","{File service-connection.js at tools/service-connection.js:1}","{File service-connection.js at tools/meteor-services/service-connection.js:1})"
"webpack","9156be961d890b9877ddef3a70964c9665662abb","MOVE","{Function generateLoadBinaryCode at lib/web/FetchCompileWasmMainTemplatePlugin.js:11}","{Function generateLoadBinaryCode at lib/web/FetchCompileWasmTemplatePlugin.js:15})"
"webpack","9156be961d890b9877ddef3a70964c9665662abb","RENAME","{Class BaseWasmMainTemplatePlugin at lib/BaseWasmMainTemplatePlugin.js:79}","{Class WasmMainTemplatePlugin at lib/wasm/WasmMainTemplatePlugin.js:79})"
"webpack","9156be961d890b9877ddef3a70964c9665662abb","MOVE_RENAME","{File BaseWasmMainTemplatePlugin.js at lib/BaseWasmMainTemplatePlugin.js:1}","{File WasmMainTemplatePlugin.js at lib/wasm/WasmMainTemplatePlugin.js:1})"
"react-native","a50b4ea7b9ecc4c95a38b58f12a71b93ff3a3131","MOVE","{File Animated-test.js at Libraries/Animated/__tests__/Animated-test.js:1}","{File Animated-test.js at Libraries/Animated/src/__tests__/Animated-test.js:1})"
"react-native","a50b4ea7b9ecc4c95a38b58f12a71b93ff3a3131","MOVE","{File Easing.js at Libraries/Animated/Easing.js:1}","{File Easing.js at Libraries/Animated/src/Easing.js:1})"
"react-native","a50b4ea7b9ecc4c95a38b58f12a71b93ff3a3131","MOVE","{File Easing-test.js at Libraries/Animated/__tests__/Easing-test.js:1}","{File Easing-test.js at Libraries/Animated/src/__tests__/Easing-test.js:1})"
"react-native","a50b4ea7b9ecc4c95a38b58f12a71b93ff3a3131","MOVE","{File bezier.js at Libraries/Animation/bezier.js:1}","{File bezier.js at Libraries/Animated/src/bezier.js:1})"
